,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj
10,10,1692977614.205952,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692977616.108083,114,3.366885185241699,0,1,1,-1,0.15,0.75,"[1.0995190143585205, 1.0995190143585205]",1.0,3.366885185241699,4,3,2.0181597748346025,0,4.3666088581085205,2023_08_25_11_33_33,11,"[0, 0]","[2, 2]","[1, 0]","[1, 6]",1R,1R,9.0,11
11,11,1692977621.1889348,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692977623.107381,115,7.2164411544799805,1,0,-1,1,0.0,0.6,"[1.116098165512085, 1.01603102684021]",0.0,7.2164411544799805,15,9,1.5764317015716571,0,8.2157301902771,2023_08_25_11_33_40,12,"[1, 1]","[1, 1]","[1, 0]","[1, 5]",1NRO,1NR,10.0,12
12,12,1692977632.155502,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1692977634.390036,134,5.015666961669922,1,0,1,-1,0.15,0.875,"[1.4324638843536377, 0.9821388721466064]",1.0,5.015666961669922,8,7,1.507054270309998,0,6.01531195640564,2023_08_25_11_33_51,13,"[0, 1]","[5, 1]","[0, 0]","[5, 4]",1R,1R,11.0,13
13,13,1692977640.837763,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692977642.98837,129,3.266082763671875,1,0,1,1,0.15,1.0,"[1.3493010997772217, 1.0328400135040283]",1.0,3.266082763671875,3,3,1.2912619959104898,0,4.265644073486328,2023_08_25_11_33_59,14,"[0, 0]","[4, 3]","[0, 0]","[4, 3]",1R,1R,12.0,14
14,14,1692977647.6871722,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692977649.5383308,111,4.949252843856812,1,0,1,1,0.15,0.7777777777777778,"[0.9829938411712646, 1.0495696067810059]",1.0,4.949252843856812,9,7,1.6179569051440432,0,5.949370861053467,2023_08_25_11_34_06,15,"[0, 0]","[3, 2]","[0, 0]","[3, 2]",1R,1R,13.0,15
15,15,1692977656.303416,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1692977658.154557,111,6.948931932449341,1,0,1,1,0.0,0.6,"[0.9832088947296143, 1.0502569675445557]",0.0,6.948931932449341,15,9,1.8511070088930344,0,7.948386907577515,2023_08_25_11_34_15,16,"[0, 1]","[2, 1]","[0, 1]","[2, 1]",1NR,1NR,14.0,1
16,16,1692977667.001973,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1692977669.771195,165,8.066143989562988,1,0,1,-1,0.0,0.6666666666666666,"[1.9499320983886719, 0.9997751712799072]",0.0,8.066143989562988,15,10,1.7446196300156491,0,9.06572127342224,2023_08_25_11_34_25,17,"[1, 0]","[1, 7]","[1, 1]","[1, 1]",2NR,2NR,15.0,2
17,17,1692977678.868853,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977680.669603,108,4.898714065551758,1,0,-1,-1,0.15,0.7777777777777778,"[0.9992587566375732, 0.9992587566375732]",1.0,4.898714065551758,9,7,1.4895792803652328,0,5.899034738540649,2023_08_25_11_34_37,18,"[0, 0]","[5, 6]","[0, 0]","[5, 8]",1R,1R,0.0,3
18,18,1692977687.41747,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977689.352187,116,5.41733717918396,1,0,-1,-1,0.15,0.8,"[1.1329419612884521, 0.9995200634002686]",1.0,5.41733717918396,10,8,1.8121783240946652,0,6.432989835739136,2023_08_25_11_34_46,19,"[0, 0]","[4, 5]","[0, 0]","[4, 7]",1R,1R,1.0,4
19,19,1692977696.5337532,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977698.601803,124,3.4996628761291504,0,1,-1,-1,0.15,0.75,"[1.1494977474212646, 1.2665488719940186]",1.0,3.4996628761291504,4,3,2.3741511907083668,0,4.499788761138916,2023_08_25_11_34_55,20,"[0, 0]","[3, 4]","[0, 0]","[3, 6]",1R,1R,2.0,5
20,20,1692977703.633415,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977705.517618,113,3.016540050506592,0,1,-1,-1,0.15,0.6666666666666666,"[1.082529067993164, 1.016556978225708]",1.0,3.016540050506592,3,2,1.8813997880381383,0,4.015891075134277,2023_08_25_11_35_02,21,"[0, 0]","[2, 3]","[0, 0]","[2, 5]",1R,1R,3.0,6
21,21,1692977710.23308,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977712.400177,130,6.933271646499634,0,1,-1,-1,0.15,0.8571428571428571,"[1.3660600185394287, 0.9830658435821533]",1.0,6.933271646499634,14,12,0.9762422721853892,0,7.932682991027832,2023_08_25_11_35_09,22,"[1, 0]","[1, 2]","[1, 0]","[1, 4]",1R,1R,4.0,7
22,22,1692977720.8985002,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1692977723.967336,184,8.166468858718872,1,0,1,-1,0.0,0.4666666666666667,"[2.26676082611084, 1.0164909362792969]",0.0,8.166468858718872,15,7,2.2241351436131014,0,9.16544485092163,2023_08_25_11_35_19,23,"[0, 1]","[2, 1]","[0, 0]","[2, 3]",1NRO,1NR,5.0,8
23,23,1692977732.864228,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1692977734.749272,113,7.016708850860596,0,1,1,1,0.0,0.8,"[1.0164680480957031, 1.0839588642120361]",0.0,7.016708850860596,15,12,1.8638716872419496,0,8.016433954238892,2023_08_25_11_35_31,24,"[1, 0]","[1, 2]","[1, 0]","[1, 2]",2NRO,2NR,6.0,9
24,24,1692977743.64697,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1692977745.516497,112,7.034318923950195,0,1,1,-1,0.0,0.8666666666666667,"[1.0666141510009766, 0.9995520114898682]",0.0,7.034318923950195,15,13,1.303499065810942,0,8.033874034881592,2023_08_25_11_35_42,25,"[0, 1]","[6, 1]","[1, 1]","[1, 1]",3NRO,3NR,7.0,10
25,25,1692977754.429773,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977757.213702,167,7.915863990783691,0,1,-1,-1,0.15,0.6666666666666666,"[1.9830677509307861, 0.9827730655670166]",0.0,7.915863990783691,15,10,1.821902877058995,0,8.91551685333252,2023_08_25_11_35_53,26,"[0, 0]","[5, 7]","[0, 0]","[5, 11]",1NRG,4NR,8.0,11
26,26,1692977766.145342,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977768.863369,163,4.200168132781982,1,0,-1,-1,0.15,1.0,"[1.9168860912322998, 0.9828641414642334]",1.0,4.200168132781982,4,4,1.0990683840540698,0,5.200685024261475,2023_08_25_11_36_05,27,"[0, 0]","[4, 6]","[0, 0]","[4, 10]",1R,1R,9.0,12
27,27,1692977773.978422,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977775.946188,118,2.400430202484131,1,0,-1,-1,0.15,1.0,"[1.1661980152130127, 1.0002272129058838]",1.0,2.400430202484131,1,1,1.9182896373048144,0,3.3996639251708984,2023_08_25_11_36_12,28,"[0, 0]","[3, 5]","[0, 0]","[3, 9]",1R,1R,10.0,13
28,28,1692977779.945154,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977781.812308,112,2.6502339839935303,1,0,-1,-1,0.15,0.5,"[1.065777063369751, 1.0491580963134766]",1.0,2.6502339839935303,2,1,1.7282899053408871,0,3.6496641635894775,2023_08_25_11_36_18,29,"[0, 0]","[2, 4]","[0, 0]","[2, 8]",1R,1R,11.0,14
29,29,1692977786.161228,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1692977788.0116532,111,6.948833227157593,1,0,-1,-1,0.0,0.6666666666666666,"[1.0489811897277832, 1.0326120853424072]",0.0,6.948833227157593,15,10,1.9730594444540492,0,7.950271129608154,2023_08_25_11_36_25,30,"[1, 0]","[1, 3]","[1, 0]","[1, 7]",1NR,1NR,12.0,1
30,30,1692977796.859682,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1692977799.662194,167,7.899741888046265,0,1,-1,1,0.0,0.8,"[1.9999768733978271, 1.3999459743499756]",0.0,7.899741888046265,15,12,1.2466207791231596,0,8.90074896812439,2023_08_25_11_36_35,31,"[0, 0]","[5, 2]","[1, 0]","[1, 6]",2NR,2NR,13.0,2
31,31,1692977808.542607,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1692977810.861687,139,3.084463834762573,1,0,1,-1,0.15,1.0,"[1.5162971019744873, 1.0496227741241455]",1.0,3.084463834762573,2,2,1.638613808467552,0,4.084483861923218,2023_08_25_11_36_47,32,"[0, 1]","[4, 1]","[0, 0]","[4, 5]",1R,1R,0.0,3
32,32,1692977815.191871,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692977817.043285,111,2.94989013671875,1,0,1,1,0.15,0.6666666666666666,"[1.0497150421142578, 1.033195972442627]",1.0,2.94989013671875,3,2,1.012262015359137,0,3.9499101638793945,2023_08_25_11_36_54,33,"[0, 0]","[3, 6]","[0, 0]","[3, 4]",1R,1R,1.0,4
33,33,1692977821.692068,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692977823.659366,117,3.0668299198150635,1,0,1,1,0.15,0.3333333333333333,"[1.1496467590332031, 0.9830920696258545]",1.0,3.0668299198150635,3,1,1.944325089251519,0,4.066827058792114,2023_08_25_11_37_00,34,"[0, 0]","[2, 5]","[0, 0]","[2, 3]",1R,1R,2.0,5
34,34,1692977828.341842,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692977831.342394,180,8.166719913482666,1,0,1,1,0.15,0.6666666666666666,"[2.199486017227173, 0.999345064163208]",0.0,8.166719913482666,15,10,1.79316960372294,0,9.165317058563232,2023_08_25_11_37_07,35,"[1, 0]","[1, 4]","[1, 0]","[1, 2]",1NR,1NR,3.0,6
35,35,1692977840.290122,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692977843.2426088,177,8.265789985656738,1,0,-1,1,0.0,0.7333333333333333,"[2.1509287357330322, 1.0336570739746094]",0.0,8.265789985656738,15,11,1.494223977031119,0,9.266062021255491,2023_08_25_11_37_19,36,"[0, 0]","[3, 3]","[0, 1]","[2, 1]",1NRO,2NR,4.0,7
36,36,1692977852.3561442,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692977854.258143,114,2.3350627422332764,0,1,1,-1,0.15,1.0,"[1.100076675415039, 1.0166616439819336]",1.0,2.3350627422332764,1,1,1.3234199506803883,0,3.335222721099853,2023_08_25_11_37_31,37,"[0, 0]","[2, 2]","[1, 0]","[1, 18]",1R,1R,5.0,8
37,37,1692977858.238807,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692977860.32592,125,7.233008861541748,1,0,-1,1,0.0,0.7333333333333333,"[1.2835049629211426, 1.0007071495056152]",0.0,7.233008861541748,15,11,1.8854231998556883,0,8.232966899871826,2023_08_25_11_37_37,38,"[1, 1]","[1, 1]","[1, 0]","[1, 17]",1NRO,1NR,6.0,9
38,38,1692977869.221184,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1692977871.49026,136,7.383674144744873,0,1,-1,1,0.0,0.7333333333333333,"[1.4667298793792725, 1.0001389980316162]",0.0,7.383674144744873,15,11,1.3519110048967558,0,8.383014917373657,2023_08_25_11_37_48,39,"[0, 0]","[4, 2]","[1, 0]","[1, 16]",2NRO,2NR,7.0,10
39,39,1692977880.371961,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1692977882.672717,138,6.399980068206787,1,0,1,-1,0.15,0.5833333333333334,"[1.4985549449920654, 0.9826188087463379]",1.0,6.399980068206787,12,7,2.0836350477126504,0,7.39822793006897,2023_08_25_11_37_59,40,"[0, 1]","[3, 1]","[0, 0]","[3, 15]",1R,1R,8.0,11
40,40,1692977890.4869509,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692977892.355563,112,4.716637134552002,0,1,1,1,0.15,0.875,"[1.0667860507965088, 1.0000882148742676]",1.0,4.716637134552002,8,7,1.4689908630107107,0,5.716634035110474,2023_08_25_11_38_09,41,"[0, 0]","[2, 4]","[0, 0]","[2, 14]",1R,1R,9.0,12
41,41,1692977898.8542788,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1692977900.670879,108,6.915302276611328,1,0,1,1,0.0,0.8666666666666667,"[0.9988253116607666, 1.0155153274536133]",0.0,6.915302276611328,15,13,1.5158591328698183,0,7.9143030643463135,2023_08_25_11_38_17,42,"[1, 0]","[1, 3]","[1, 0]","[1, 13]",1NR,1NR,10.0,1
42,42,1692977909.519419,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1692977911.538065,121,7.117528915405273,0,1,1,-1,0.0,0.7333333333333333,"[1.2164971828460693, 1.0158720016479492]",0.0,7.117528915405273,15,11,1.6442855234537452,0,8.116809129714966,2023_08_25_11_38_28,43,"[0, 0]","[11, 2]","[1, 0]","[1, 12]",2NR,2NR,11.0,2
43,43,1692977920.385449,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1692977922.286937,114,2.71588397026062,1,0,-1,1,0.15,0.5,"[1.0992591381072998, 1.0325381755828857]",1.0,2.71588397026062,2,1,2.312738089708121,0,3.73291015625,2023_08_25_11_38_39,44,"[0, 1]","[10, 1]","[0, 0]","[10, 11]",1R,1R,0.0,3
44,44,1692977926.68419,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977928.535808,111,3.284538984298706,0,1,-1,-1,0.15,1.0,"[1.0497970581054688, 1.0164189338684082]",1.0,3.284538984298706,4,4,1.3718684607441112,0,4.283550977706909,2023_08_25_11_38_45,45,"[0, 0]","[9, 10]","[0, 0]","[9, 10]",1R,1R,1.0,4
45,45,1692977933.533563,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977936.301784,166,3.20090913772583,1,0,-1,-1,0.15,1.0,"[1.9667611122131348, 1.050605058670044]",1.0,3.20090913772583,1,1,1.4165894148848186,0,4.200306177139282,2023_08_25_11_38_52,46,"[0, 0]","[8, 9]","[0, 0]","[8, 9]",1R,1R,2.0,5
46,46,1692977940.317025,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977942.151881,110,7.132143020629883,1,0,-1,-1,0.15,0.8,"[1.0329952239990234, 1.0329952239990234]",0.0,7.132143020629883,15,12,1.3204341135834998,0,8.132751226425171,2023_08_25_11_38_59,47,"[0, 0]","[7, 8]","[0, 0]","[7, 8]",1NR,1NR,3.0,6
47,47,1692977951.1996748,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977953.267318,123,3.183659076690674,1,0,-1,-1,0.15,1.0,"[1.2662510871887207, 1.0160770416259766]",1.0,3.183659076690674,3,3,1.9703089072900133,0,4.183976173400879,2023_08_25_11_39_10,48,"[0, 0]","[6, 7]","[0, 0]","[6, 7]",1R,1R,4.0,7
48,48,1692977957.949553,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977959.9009762,117,2.7177088260650635,1,0,-1,-1,0.15,1.0,"[1.1490049362182617, 1.0157999992370605]",1.0,2.7177088260650635,2,2,1.2827466133738277,0,3.716391086578369,2023_08_25_11_39_16,49,"[0, 0]","[5, 6]","[0, 0]","[5, 6]",1R,1R,5.0,8
49,49,1692977964.232246,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977966.933057,162,6.182828187942505,0,1,-1,-1,0.15,0.7,"[1.8993000984191895, 1.0991730690002441]",1.0,6.182828187942505,10,7,2.032128260074148,0,7.182457208633423,2023_08_25_11_39_23,50,"[0, 0]","[4, 5]","[0, 0]","[4, 5]",1R,1R,6.0,9
50,50,1692977974.131279,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977976.3322,132,5.350336074829102,1,0,-1,-1,0.15,0.7777777777777778,"[1.4001779556274414, 1.2501220703125]",1.0,5.350336074829102,9,7,1.8447376495653625,0,6.349142789840698,2023_08_25_11_39_33,51,"[0, 0]","[3, 4]","[0, 0]","[3, 4]",1R,1R,7.0,10
51,51,1692977983.1477098,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977985.598342,147,3.6325511932373047,0,1,-1,-1,0.15,1.0,"[1.0660302639007568, 1.6499841213226318]",1.0,3.6325511932373047,3,3,1.847694351055581,0,4.63264012336731,2023_08_25_11_39_42,52,"[0, 0]","[2, 3]","[0, 0]","[2, 3]",1R,1R,8.0,11
52,52,1692977990.380109,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692977992.531122,129,3.583257913589477,0,1,-1,-1,0.15,0.75,"[1.349646806716919, 0.9998488426208496]",1.0,3.583257913589477,4,3,1.6653903184184191,0,4.583315849304199,2023_08_25_11_39_49,53,"[1, 0]","[1, 2]","[1, 0]","[1, 2]",1R,1R,9.0,12
53,53,1692977997.562664,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1692978010.731382,789,18.26615118980408,0,1,-1,1,0.0,0.8666666666666667,"[12.365571022033691, 1.0336790084838867]",0.0,18.26615118980408,15,13,1.2338838445890623,0,19.267303943634037,2023_08_25_11_39_56,54,"[0, 1]","[5, 1]","[1, 1]","[1, 1]",1NR,1NR,10.0,1
54,54,1692978020.128456,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692978021.995832,112,2.3832931518554688,0,1,1,1,0.15,1.0,"[1.0665709972381592, 1.0331141948699951]",1.0,2.3832931518554688,1,1,2.279468427245759,0,3.382693290710449,2023_08_25_11_40_19,55,"[0, 0]","[4, 9]","[0, 0]","[4, 18]",1R,1R,0.0,2
55,55,1692978026.061005,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692978027.961853,114,2.666602849960327,0,1,1,1,0.15,1.0,"[1.0997848510742188, 1.0163657665252686]",1.0,2.666602849960327,2,2,1.112998576893859,0,3.6669750213623047,2023_08_25_11_40_25,56,"[0, 0]","[3, 8]","[0, 0]","[3, 17]",1R,1R,1.0,3
56,56,1692978032.2944489,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692978034.294851,120,3.149461030960083,0,1,1,1,0.15,1.0,"[1.1991300582885742, 1.0488522052764893]",1.0,3.149461030960083,3,3,1.710395946348588,0,4.150315999984741,2023_08_25_11_40_31,57,"[0, 0]","[2, 7]","[0, 0]","[2, 16]",1R,1R,2.0,4
57,57,1692978039.010153,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692978041.177738,130,4.933243036270142,0,1,1,1,0.15,0.875,"[1.366657018661499, 1.0170338153839111]",1.0,4.933243036270142,8,7,1.7227061287532544,0,5.932828903198242,2023_08_25_11_40_37,58,"[1, 0]","[1, 6]","[1, 0]","[1, 15]",1R,1R,3.0,5
58,58,1692978047.6093252,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692978051.111381,210,4.984444856643677,0,1,1,-1,0.15,0.75,"[2.6997458934783936, 1.0160980224609375]",1.0,4.984444856643677,4,3,1.9901220177665992,0,5.984298944473267,2023_08_25_11_40_46,59,"[0, 0]","[5, 5]","[1, 0]","[1, 14]",1R,1R,4.0,6
59,59,1692978056.258917,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692978058.3609788,126,2.899937868118286,0,1,1,-1,0.15,0.5,"[1.299569845199585, 0.9997849464416504]",1.0,2.899937868118286,2,1,2.3402590335164617,0,3.899380922317505,2023_08_25_11_40_55,60,"[0, 0]","[4, 4]","[1, 0]","[1, 13]",1R,1R,5.0,7
60,60,1692978062.725635,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692978064.944062,133,3.317966938018799,0,1,1,-1,0.15,1.0,"[1.415773868560791, 0.9996700286865234]",1.0,3.317966938018799,3,3,1.304535870003649,0,4.317255020141602,2023_08_25_11_41_01,61,"[0, 0]","[3, 3]","[1, 0]","[1, 12]",1R,1R,6.0,8
61,61,1692978069.641242,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692978071.6102169,118,4.417814016342163,0,1,1,-1,0.15,0.8571428571428571,"[1.167018175125122, 1.0170671939849854]",1.0,4.417814016342163,7,6,2.0763595823734318,0,5.417309999465942,2023_08_25_11_41_08,62,"[0, 0]","[2, 2]","[1, 0]","[1, 11]",1R,1R,7.0,9
62,62,1692978077.6912582,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692978080.026635,140,7.548647880554199,1,0,-1,1,0.0,0.6666666666666666,"[1.5328788757324219, 0.9995267391204834]",0.0,7.548647880554199,15,10,2.258687298030789,0,8.548316955566406,2023_08_25_11_41_16,63,"[1, 1]","[1, 1]","[1, 0]","[1, 10]",1NRO,1NR,8.0,10
63,63,1692978089.006658,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1692978092.307978,198,8.59958291053772,1,0,1,-1,0.15,0.6666666666666666,"[2.4999239444732666, 0.9996190071105957]",0.0,8.59958291053772,15,10,1.940958635881224,0,9.599338054656982,2023_08_25_11_41_27,64,"[0, 1]","[4, 1]","[0, 0]","[4, 9]",1NRG,2NR,9.0,11
