,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,other,player,player_choice,poll_probs,prop_touched_polls,reaction_time,reward,total_polls,touched_polls,trial_aborted,trial_duration
303,303,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866599.497788,109,1,0,1,0.15,0.6666666666666666,0.7333493232727051,1.0,3,2,0,3.06636118888855
304,304,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866603.247298,107,1,0,1,0.15,1.0,0.7340080738067627,1.0,2,2,0,2.5501630306243896
305,305,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866606.546787,110,1,0,1,0.15,1.0,0.7335259914398193,1.0,1,1,0,2.2995619773864746
306,306,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866609.696656,119,1,0,1,0.15,0.7333333333333333,0.7331850528717041,0.0,15,11,0,7.266425848007202
307,307,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866617.729395,106,1,0,1,0.15,0.8,0.7326247692108154,0.0,15,12,0,7.065845966339111
308,308,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866626.7794309,166,1,0,-1,0.0,0.8,0.7332608699798584,0.0,15,12,0,8.04947304725647
309,309,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866635.444961,142,1,0,1,0.15,0.75,0.7330551147460938,1.0,8,6,0,5.133039951324463
310,310,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866640.8444228,110,1,0,1,0.15,1.0,0.7335178852081299,1.0,3,3,0,3.0168967247009277
311,311,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866644.711266,118,1,0,1,0.15,0.6666666666666666,0.7332489490509033,1.0,15,10,0,7.1329920291900635
312,312,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866652.527549,106,1,0,1,0.15,1.0,0.7334928512573242,1.0,1,1,0,2.2000749111175537
313,313,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866655.610214,118,1,0,1,0.15,0.8,0.7337872982025146,1.0,5,4,0,3.833531141281128
314,314,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866660.0099242,107,1,0,1,0.15,0.8888888888888888,0.7326691150665283,1.0,9,8,0,4.882467985153198
315,315,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866665.792874,114,1,0,1,0.15,0.6666666666666666,0.7339630126953125,1.0,3,2,0,2.9994871616363525
316,316,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651866669.442958,110,1,0,1,0.0,0.6666666666666666,0.7326178550720215,0.0,15,10,0,7.1156580448150635
317,317,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866677.826447,127,1,0,-1,0.15,1.0,0.7329928874969482,1.0,1,1,0,2.5666019916534424
318,318,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866680.758683,107,1,0,-1,0.15,0.6666666666666666,0.7329127788543701,0.0,15,10,0,7.0652055740356445
319,319,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866688.958091,116,1,0,-1,0.15,0.6666666666666666,0.7333841323852539,0.0,15,10,0,7.233525991439819
320,320,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651866697.05812,109,1,0,1,0.0,0.6666666666666666,0.733435869216919,0.0,15,10,0,7.09968900680542
321,321,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866705.1239839,108,1,0,-1,0.15,1.0,0.7322297096252441,1.0,3,3,0,2.8989198207855225
322,322,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866708.7067509,106,1,0,-1,0.15,0.5,0.732558012008667,1.0,2,1,0,2.5330569744110107
323,323,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866711.9728372,108,1,0,-1,0.15,0.6666666666666666,0.7327160835266113,1.0,3,2,0,2.899489164352417
324,324,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866715.573169,107,1,0,-1,0.15,0.8333333333333334,0.7329928874969482,1.0,6,5,0,3.8995912075042725
325,325,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866720.239597,107,1,0,-1,0.15,0.5,0.7331972122192383,1.0,6,3,0,3.8829140663146973
326,326,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866724.905399,108,1,0,-1,0.15,0.6666666666666666,0.7327349185943604,1.0,6,4,0,3.8992929458618164
327,327,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866729.538791,106,1,0,-1,0.15,0.75,0.7335963249206543,1.0,4,3,0,3.233664035797119
328,328,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866733.50509,106,1,0,-1,0.0,0.8666666666666667,0.7333109378814697,0.0,15,13,0,7.048864126205444
329,329,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866741.555107,107,1,0,-1,0.0,0.8,0.7341511249542236,0.0,15,12,0,7.083003282546997
330,330,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866749.586814,107,1,0,1,0.15,1.0,0.7330410480499268,1.0,3,3,0,2.9000399112701416
331,331,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866753.48678,124,1,0,1,0.15,1.0,0.7336428165435791,1.0,4,4,0,3.516723871231079
332,332,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866757.48658,108,1,0,1,0.15,1.0,0.733018159866333,1.0,6,6,0,3.899266242980957
333,333,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866762.153337,108,1,0,1,0.15,0.6666666666666666,0.7335081100463867,1.0,6,4,0,3.9335553646087646
334,334,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866766.969072,115,1,0,1,0.15,1.0,0.7334280014038086,1.0,1,1,0,2.3497869968414307
335,335,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866770.019222,115,1,0,1,0.15,0.9230769230769231,0.73313307762146,1.0,13,12,0,6.349880218505859
336,336,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866777.08505,107,1,0,1,0.15,1.0,0.7329542636871338,1.0,2,2,0,2.5494463443756104
337,337,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866780.334996,107,1,0,1,0.15,1.0,0.7334408760070801,1.0,3,3,0,2.8835959434509277
338,338,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866784.001076,111,1,0,1,0.15,0.8666666666666667,0.7345209121704102,1.0,15,13,0,6.949655771255493
339,339,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866791.750638,106,1,0,1,0.15,0.5,0.7328798770904541,1.0,4,2,0,3.2327680587768555
340,340,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866795.783902,111,1,0,1,0.15,0.9090909090909091,0.7338030338287354,1.0,11,10,0,5.632974147796631
341,341,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651866802.16675,107,1,0,1,0.0,0.9333333333333333,0.733428955078125,0.0,15,14,0,7.066206932067871
342,342,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651866810.3837812,118,1,0,1,0.0,0.5333333333333333,0.7334847450256348,0.0,15,8,0,7.266477823257446
343,343,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866818.432637,106,1,0,-1,0.15,0.8333333333333334,0.7334997653961182,1.0,6,5,0,3.8667819499969482
344,344,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866823.0492249,106,1,0,-1,0.15,0.875,0.7329957485198975,1.0,8,7,0,4.549962997436523
345,345,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866828.382037,106,1,0,-1,0.15,0.7692307692307693,0.7324581146240234,1.0,13,10,0,6.200220108032227
346,346,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866835.431134,106,1,0,-1,0.15,1.0,0.7326691150665283,1.0,3,3,0,2.8823699951171875
347,347,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866839.031827,106,1,0,-1,0.15,1.0,0.7329668998718262,1.0,1,1,0,2.3499157428741455
348,348,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866842.0809238,107,1,0,-1,0.15,0.8,0.7335560321807861,1.0,5,4,0,3.6669468879699707
349,349,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866847.2648718,153,1,0,-1,0.15,1.0,0.7334880828857422,1.0,1,1,0,2.999995231628418
350,350,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866850.2136042,107,1,0,-1,0.15,0.7333333333333333,0.7327480316162109,0.0,15,11,0,7.066035032272339
351,351,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866858.930172,147,1,0,-1,0.15,0.8333333333333334,0.7329139709472656,1.0,6,5,0,4.566236972808838
352,352,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866863.5958579,106,1,0,-1,0.15,0.7777777777777778,0.7330639362335205,1.0,9,7,0,5.015861988067627
353,353,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866869.412159,106,1,0,-1,0.0,0.8666666666666667,0.7329797744750977,0.0,15,13,0,7.048808813095093
354,354,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866879.5616589,234,1,0,-1,0.0,0.7333333333333333,0.7329318523406982,0.0,15,11,0,9.182882070541382
355,355,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866887.6943622,106,1,0,1,0.15,0.8666666666666667,0.7329621315002441,0.0,15,13,0,7.066158056259155
356,356,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866895.7609758,109,1,0,1,0.15,0.625,0.7335159778594971,1.0,8,5,0,4.582963943481445
357,357,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866901.2430038,116,1,0,1,0.15,1.0,0.732900857925415,1.0,1,1,0,2.4325850009918213
358,358,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866904.243123,108,1,0,1,0.15,1.0,0.7335469722747803,1.0,3,3,0,2.9169399738311768
359,359,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866907.926361,111,1,0,1,0.15,0.5,0.7334439754486084,1.0,2,1,0,2.634038209915161
360,360,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866911.976126,153,1,0,1,0.15,1.0,0.7335522174835205,1.0,5,5,0,4.3163392543792725
361,361,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866916.725528,132,1,0,1,0.15,0.6666666666666666,0.7333550453186035,1.0,6,4,0,4.299737215042114
362,362,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866921.6758342,124,1,0,1,0.15,0.6666666666666666,0.7331247329711914,1.0,6,4,0,4.183368921279907
363,363,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866926.4589372,114,1,0,1,0.15,1.0,0.7333569526672363,1.0,2,2,0,2.684777021408081
364,364,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866929.8585432,114,1,0,1,0.15,1.0,0.7328319549560547,1.0,2,2,0,2.732961654663086
365,365,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866933.2080052,108,1,0,1,0.15,1.0,0.7334568500518799,1.0,2,2,0,2.6000940799713135
366,366,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866936.5740428,111,1,0,1,0.15,1.0,0.7329452037811279,1.0,1,1,0,2.4492201805114746
367,367,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866940.007704,128,1,0,1,0.15,0.8666666666666667,0.733436107635498,0.0,15,13,0,7.415987014770508
368,368,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866948.1901069,114,1,0,1,0.15,1.0,0.7328870296478271,1.0,2,2,0,2.7001309394836426
369,369,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651866951.506252,108,1,0,1,0.0,0.8666666666666667,0.7331118583679199,0.0,15,13,0,7.082807779312134
370,370,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866959.939137,131,1,0,-1,0.15,1.0,0.733618974685669,1.0,6,6,0,4.366570711135864
371,371,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866964.655553,106,1,0,-1,0.15,0.75,0.7337179183959961,1.0,4,3,0,3.21675181388855
372,372,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866968.605572,106,1,0,-1,0.15,0.8333333333333334,0.7332289218902588,1.0,6,5,0,3.8839352130889893
373,373,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866973.239011,106,1,0,-1,0.15,1.0,0.733518123626709,1.0,1,1,0,2.199579954147339
374,374,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866976.121365,106,1,0,-1,0.15,0.7777777777777778,0.7330973148345947,1.0,9,7,0,4.865864276885986
375,375,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866981.771768,106,1,0,-1,0.15,0.8333333333333334,0.7328970432281494,1.0,6,5,0,3.916261911392212
376,376,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866986.45414,106,1,0,-1,0.15,0.7142857142857143,0.7337188720703125,1.0,7,5,0,4.26612114906311
377,377,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866991.4872189,106,1,0,-1,0.15,1.0,0.7330241203308105,1.0,2,2,0,2.666377305984497
378,378,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866994.870067,106,1,0,-1,0.15,0.8,0.7331080436706543,0.0,15,12,0,7.048758029937744
379,379,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867002.886462,106,1,0,-1,0.15,1.0,0.733100175857544,1.0,6,6,0,3.867281913757324
380,380,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867007.520107,106,1,0,-1,0.15,1.0,0.733245849609375,1.0,6,6,0,3.882728099822998
381,381,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867012.169779,107,1,0,-1,0.15,0.7142857142857143,0.7321548461914062,1.0,7,5,0,4.316094875335693
382,382,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651867017.268336,107,1,0,-1,0.0,0.8,0.7328472137451172,0.0,15,12,0,7.065870046615601
383,383,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867025.301128,107,1,0,1,0.15,0.5,0.7333099842071533,1.0,2,1,0,2.5672669410705566
384,384,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867028.5679228,107,1,0,1,0.15,0.8666666666666667,0.733726978302002,0.0,15,13,0,7.0666868686676025
385,385,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867037.1840472,141,1,0,1,0.15,0.75,0.7328808307647705,1.0,4,3,0,3.832751750946045
386,386,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867041.216511,108,1,0,1,0.15,1.0,0.7338860034942627,1.0,2,2,0,2.567111015319824
387,387,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867044.483403,108,1,0,1,0.15,0.625,0.7332310676574707,1.0,8,5,0,4.566157102584839
388,388,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867049.916488,113,1,0,1,0.15,0.8,0.7329552173614502,1.0,5,4,0,3.650130033493042
389,389,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867054.4163232,119,1,0,1,0.15,0.8181818181818182,0.733022928237915,1.0,11,9,0,5.765783071517944
390,390,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867060.81576,107,1,0,1,0.15,0.7777777777777778,0.7336561679840088,1.0,9,7,0,4.949506998062134
391,391,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867066.565461,107,1,0,1,0.15,0.8666666666666667,0.7327501773834229,0.0,15,13,0,7.065340042114258
392,392,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867074.631149,108,1,0,1,0.15,0.5,0.7345161437988281,1.0,2,1,0,2.6167490482330322
393,393,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651867078.131499,119,1,0,1,0.0,0.8,0.7331063747406006,0.0,15,12,0,7.283026218414307
394,394,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651867086.963488,153,1,0,1,0.0,0.6666666666666666,0.7336721420288086,0.0,15,10,0,7.832870960235596
395,395,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867095.180224,116,1,0,-1,0.15,1.0,0.733433723449707,1.0,1,1,0,2.3673598766326904
396,396,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867098.080011,106,1,0,-1,0.15,0.8,0.7321219444274902,1.0,5,4,0,3.548853874206543
397,397,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867102.39595,107,1,0,-1,0.15,0.9230769230769231,0.7339131832122803,1.0,13,12,0,6.232873916625977
398,398,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867109.4787111,107,1,0,-1,0.15,0.6363636363636364,0.7336580753326416,1.0,11,7,0,5.550043106079102
399,399,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867115.828636,106,1,0,-1,0.15,1.0,0.7331578731536865,1.0,3,3,0,2.866988182067871
400,400,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867119.411762,106,1,0,-1,0.15,1.0,0.7332479953765869,1.0,3,3,0,3.0004429817199707
401,401,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867123.14524,106,1,0,-1,0.15,0.5,0.73390793800354,1.0,2,1,0,2.533626079559326
402,402,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867126.411893,108,1,0,-1,0.15,0.625,0.7343559265136719,1.0,8,5,0,4.56665301322937
403,403,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867131.727972,106,1,0,-1,0.15,0.7333333333333333,0.7340211868286133,0.0,15,11,0,7.066716194152832
404,404,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651867139.927328,115,1,0,-1,0.0,0.5333333333333333,0.7337839603424072,0.0,15,8,0,7.200301885604858
405,405,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867148.010228,109,1,0,1,0.15,0.5,0.7332038879394531,1.0,2,1,0,2.6175851821899414
406,406,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867151.493456,119,1,0,1,0.15,1.0,0.7331938743591309,1.0,1,1,0,2.4160850048065186
407,407,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867154.409483,107,1,0,1,0.15,0.6666666666666666,0.7328689098358154,1.0,3,2,0,2.9000871181488037
408,408,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867158.008652,106,1,0,1,0.15,0.875,0.7332339286804199,1.0,8,7,0,4.566090106964111
409,409,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867163.391711,108,1,0,1,0.15,0.8571428571428571,0.733004093170166,1.0,7,6,0,4.316867113113403
410,410,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867168.474564,108,1,0,1,0.15,1.0,0.7324681282043457,1.0,1,1,0,2.2986772060394287
411,411,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867171.457758,107,1,0,1,0.15,0.5,0.734076738357544,1.0,6,3,0,3.899817943572998
412,412,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867176.17427,110,1,0,1,0.15,0.8571428571428571,0.7333548069000244,1.0,7,6,0,4.266427040100098
413,413,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867181.1903481,108,1,0,1,0.15,0.8,0.7329587936401367,1.0,5,4,0,3.565927743911743
414,414,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867185.87419,130,1,0,1,0.15,0.6666666666666666,0.733036994934082,1.0,3,2,0,3.2667388916015625
415,415,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867189.773599,124,1,0,1,0.15,0.6666666666666666,0.7337169647216797,1.0,3,2,0,3.183138132095337
416,416,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651867193.4396539,109,1,0,1,0.0,0.9333333333333333,0.7329020500183105,0.0,15,14,0,7.0995869636535645
417,417,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867201.6232011,115,1,0,-1,0.15,1.0,0.7332148551940918,1.0,4,4,0,3.3494229316711426
418,418,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867205.788733,120,1,0,-1,0.15,0.6666666666666666,0.7345268726348877,1.0,3,2,0,3.1172189712524414
419,419,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867209.421816,107,1,0,-1,0.15,0.7142857142857143,0.7336597442626953,1.0,14,10,0,6.549609899520874
420,420,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867217.0547159,120,1,0,-1,0.15,1.0,0.7327940464019775,1.0,6,6,0,4.09945011138916
421,421,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867221.688189,106,1,0,-1,0.15,1.0,0.7340898513793945,1.0,1,1,0,2.2671449184417725
422,422,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867224.655087,106,1,0,-1,0.15,0.6666666666666666,0.73288893699646,1.0,15,10,0,6.882783889770508
423,423,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867232.43769,108,1,0,-1,0.15,0.5,0.7336928844451904,1.0,2,1,0,2.650174856185913
424,424,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867235.803319,108,1,0,-1,0.15,0.6666666666666666,0.7331597805023193,1.0,3,2,0,2.8999087810516357
425,425,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867239.5529659,116,1,0,-1,0.15,0.8333333333333334,0.7335448265075684,1.0,6,5,0,4.03275203704834
426,426,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867244.736212,139,1,0,-1,0.15,0.75,0.7329771518707275,1.0,4,3,0,3.883212089538574
427,427,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651867249.002548,116,1,0,-1,0.0,0.8666666666666667,0.7330608367919922,0.0,15,13,0,7.216013193130493
428,428,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867257.085855,109,1,0,1,0.15,0.8,0.733508825302124,1.0,10,8,0,5.3169636726379395
429,429,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867263.235299,110,1,0,1,0.15,0.6666666666666666,0.7327287197113037,1.0,6,4,0,3.932823657989502
430,430,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867267.884319,107,1,0,1,0.15,0.8,0.7334809303283691,1.0,10,8,0,5.2168288230896
431,431,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867273.9174132,108,1,0,1,0.15,1.0,0.7328939437866211,1.0,1,1,0,2.282546043395996
432,432,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867277.084927,119,1,0,1,0.15,1.0,0.7329092025756836,1.0,9,9,0,5.0993781089782715
433,433,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867282.817122,109,1,0,1,0.15,0.8888888888888888,0.7327220439910889,1.0,9,8,0,4.915765047073364
434,434,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867288.4830909,107,1,0,1,0.15,0.7333333333333333,0.73331618309021,0.0,15,11,0,7.066139221191406
435,435,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867297.5321732,167,1,0,1,0.15,0.8333333333333334,0.7330648899078369,1.0,12,10,0,7.083642959594727
436,436,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867304.516574,107,1,0,1,0.15,0.7777777777777778,0.7342309951782227,1.0,9,7,0,4.933816194534302
437,437,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867310.265763,109,1,0,1,0.15,0.5,0.7338449954986572,1.0,2,1,0,2.599658966064453
438,438,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867313.715494,118,1,0,1,0.15,0.75,0.7338378429412842,1.0,8,6,0,4.816309928894043
439,439,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651867319.1648,109,1,0,1,0.0,0.8,0.7330360412597656,0.0,15,12,0,7.099491119384766
440,440,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867327.198129,106,1,0,-1,0.15,0.5714285714285714,0.7332370281219482,1.0,7,4,0,4.23290491104126
441,441,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867332.264462,110,1,0,-1,0.15,0.5,0.7333743572235107,1.0,2,1,0,2.5999832153320312
442,442,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867335.563848,110,1,0,-1,0.15,1.0,0.733165979385376,1.0,2,2,0,2.59985613822937
443,443,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867338.796892,106,1,0,-1,0.15,1.0,0.7328400611877441,1.0,1,1,0,2.2493770122528076
444,444,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867342.346633,142,1,0,-1,0.15,0.8461538461538461,0.7338120937347412,1.0,13,11,0,6.802203178405762
445,445,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867349.412961,106,1,0,-1,0.15,0.7777777777777778,0.7331581115722656,1.0,9,7,0,4.8996710777282715
446,446,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867355.2126179,113,1,0,-1,0.15,0.6,0.7333590984344482,0.0,15,9,0,7.165877819061279
447,447,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867363.2783518,108,1,0,-1,0.15,0.4666666666666667,0.7336897850036621,0.0,15,7,0,7.083417654037476
448,448,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651867371.379062,110,1,0,1,0.0,0.8666666666666667,0.7333521842956543,0.0,15,13,0,7.133021116256714
449,449,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651867379.910641,135,1,0,-1,0.15,0.7333333333333333,0.7332470417022705,0.0,15,11,0,7.532965898513794
450,450,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651867387.960553,106,1,0,1,0.0,0.8,0.7331387996673584,0.0,15,12,0,7.049588918685913
451,451,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651867396.476197,135,1,0,-1,0.0,0.6,0.7330319881439209,0.0,15,9,0,7.549224138259888
452,452,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867404.5587368,107,1,0,1,0.15,0.75,0.7324209213256836,1.0,4,3,0,3.248875141143799
453,453,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867408.541872,108,1,0,1,0.15,0.7333333333333333,0.7337830066680908,0.0,15,11,0,7.083171844482422
454,454,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867416.591187,107,1,0,1,0.15,1.0,0.7336471080780029,1.0,3,3,0,2.8839831352233887
455,455,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867420.857654,147,1,0,1,0.15,1.0,0.7338590621948242,1.0,2,2,0,3.2330470085144043
456,456,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651867424.4242811,123,1,0,1,0.15,0.8,0.7331829071044922,1.0,5,4,0,3.83273983001709
