,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted
16,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.39919209480285645, -1628812332.7276978]","[1.0, 0.0]","[0.5492563247680664, -1628812332.7276978]","[0.0, 0.0]",0.0,0.0,4.748854637145996,1628812333.2769542,1,0,0,1,0.5333333333333333,0.0,15,8,0
17,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.19925880432128906, -1628812338.811]","[1.0, 0.0]","[0.46558380126953125, -1628812338.811]","[1.0, 0.0]",1.0,0.0,4.066502094268799,1628812339.276584,1,0,0,-1,0.8333333333333334,1.0,12,10,0
18,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.1980128288269043, -1628812344.4117372]","[4.0, 0.0]","[0.38165974617004395, -1628812344.4117372]","[1.0, 0.0]",1.0,0.0,4.09969687461853,1628812344.793397,1,0,0,-1,0.75,1.0,12,9,0
19,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.0, -1628812349.9944189]","[4.0, 0.0]","[0.38153505325317383, -1628812349.9944189]","[1.0, 0.0]",1.0,0.0,4.750349998474121,1628812350.375954,1,0,0,-1,0.7333333333333333,0.0,15,11,0
20,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.4318089485168457, -1628812356.094801]","[4.0, 0.0]","[0.6152470111846924, -1628812356.094801]","[1.0, 0.0]",1.0,0.0,2.283051013946533,1628812356.710048,1,0,0,-1,1.0,1.0,3,3,0
21,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.06681585311889648, -1628812359.659938]","[4.0, 0.0]","[0.4333608150482178, -1628812359.659938]","[1.0, 0.0]",1.0,0.0,3.0497000217437744,1628812360.093299,1,0,0,-1,0.8571428571428571,1.0,7,6,0
22,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.0, -1628812364.261058]","[4.0, 0.0]","[0.2981858253479004, -1628812364.261058]","[1.0, 0.0]",1.0,0.0,4.467060089111328,1628812364.559244,1,0,0,-1,0.5,1.0,14,7,0
23,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.2160048484802246, -1628812369.843393]","[4.0, 0.0]","[0.4494330883026123, -1628812369.843393]","[1.0, 0.0]",1.0,0.0,1.9000866413116455,1628812370.2928262,1,0,0,-1,1.0,1.0,1,1,0
24,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.09894609451293945, -1628812372.910729]","[4.0, 0.0]","[0.4317612648010254, -1628812372.910729]","[0.0, 0.0]",0.0,0.0,4.750335931777954,1628812373.3424902,1,0,0,-1,0.4666666666666667,0.0,15,7,0
25,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.016627073287963867, -1628812379.010747]","[3.0, 0.0]","[0.43264198303222656, -1628812379.010747]","[0.0, 0.0]",0.0,0.0,4.748745918273926,1628812379.443389,1,0,0,-1,0.8,0.0,15,12,0
26,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.04912614822387695, -1628812385.0775099]","[3.0, 0.0]","[0.4313681125640869, -1628812385.0775099]","[0.0, 0.0]",0.0,0.0,4.750579118728638,1628812385.508878,1,0,0,-1,0.6666666666666666,0.0,15,10,0
27,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.0, -1628812391.177946]","[3.0, 0.0]","[0.2818019390106201, -1628812391.177946]","[0.0, 0.0]",0.0,0.0,4.7496960163116455,1628812391.459748,1,0,0,-1,0.6,0.0,15,9,0
28,"[-1.0, 0.0]",-1.0,0.0,1.0,"[1.130831003189087, -1628812397.261528]","[2.0, 0.0]","[1.331516981124878, -1628812397.261528]","[0.0, 0.0]",0.0,0.0,4.749765872955322,1628812398.593045,1,0,0,-1,0.6,0.0,15,9,0
29,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.18191814422607422, -1628812404.3613539]","[2.0, 0.0]","[0.4650382995605469, -1628812404.3613539]","[0.0, 0.0]",0.0,0.0,4.748839855194092,1628812404.8263922,1,0,0,-1,0.8,0.0,15,12,0
30,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.0, -1628812410.443866]","[2.0, 0.0]","[0.4651038646697998, -1628812410.443866]","[0.0, 0.0]",0.0,0.0,4.75052809715271,1628812410.9089699,1,0,0,-1,0.4666666666666667,0.0,15,7,0
31,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.0, -1628812416.526242]","[2.0, 0.0]","[0.26583099365234375, -1628812416.526242]","[0.0, 0.0]",0.0,0.0,4.750705003738403,1628812416.792073,1,0,0,-1,0.6,0.0,15,9,0
32,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.24872183799743652, -1628812422.6111841]","[1.0, 0.0]","[0.5484569072723389, -1628812422.6111841]","[0.0, 0.0]",0.0,0.0,4.748876094818115,1628812423.159641,1,0,0,-1,0.4,0.0,15,6,0
33,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.15003609657287598, -1628812428.693096]","[1.0, 0.0]","[0.3832409381866455, -1628812428.693096]","[0.0, 0.0]",0.0,0.0,4.749551057815552,1628812429.0763369,1,0,0,-1,0.6,0.0,15,9,0
34,"[1.0, 0.0]",1.0,0.0,1.0,"[0.09903287887573242, -1628812434.7935731]","[1.0, 0.0]","[0.3826639652252197, -1628812434.7935731]","[1.0, 0.0]",1.0,0.0,3.082951784133911,1628812435.176237,1,0,0,1,0.7142857142857143,1.0,7,5,0
35,"[1.0, 0.0]",1.0,0.0,-1.0,"[1.2481372356414795, -1628812439.378001]","[4.0, 0.0]","[1.364940881729126, -1628812439.378001]","[0.0, 0.0]",0.0,0.0,4.749529123306274,1628812440.7429419,1,0,0,1,0.8,0.0,15,12,0
36,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.01574993133544922, -1628812446.477559]","[4.0, 0.0]","[0.5152418613433838, -1628812446.477559]","[0.0, 0.0]",0.0,0.0,4.749628067016602,1628812446.992801,1,0,0,1,0.6,0.0,15,9,0
37,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.0, -1628812452.5431738]","[3.0, 0.0]","[0.4164011478424072, -1628812452.5431738]","[0.0, 0.0]",0.0,0.0,4.748816967010498,1628812452.959575,1,0,0,1,0.4666666666666667,0.0,15,7,0
38,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.0, -1628812458.643593]","[3.0, 0.0]","[0.3990938663482666, -1628812458.643593]","[0.0, 0.0]",0.0,0.0,4.748790979385376,1628812459.042687,1,0,0,1,0.6666666666666666,0.0,15,10,0
39,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.049223899841308594, -1628812464.72752]","[2.0, 0.0]","[0.3151838779449463, -1628812464.72752]","[0.0, 0.0]",0.0,0.0,4.749561071395874,1628812465.0427039,1,0,0,1,0.5333333333333333,0.0,15,8,0
40,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.06582498550415039, -1628812470.8110762]","[2.0, 0.0]","[0.44824886322021484, -1628812470.8110762]","[0.0, 0.0]",0.0,0.0,4.749670028686523,1628812471.259325,1,0,0,1,0.6666666666666666,0.0,15,10,0
41,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.33235788345336914, -1628812476.8937201]","[1.0, 0.0]","[0.7155358791351318, -1628812476.8937201]","[1.0, 0.0]",1.0,0.0,3.4497148990631104,1628812477.609256,1,0,0,-1,0.7777777777777778,1.0,9,7,0
42,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.23263192176818848, -1628812481.9768121]","[1.0, 0.0]","[0.5157008171081543, -1628812481.9768121]","[1.0, 0.0]",1.0,0.0,3.8663859367370605,1628812482.492513,1,0,0,-1,0.8181818181818182,1.0,11,9,0
43,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[1.081913948059082, -1628812487.560758]","[4.0, 0.0]","[1.3152039051055908, -1628812487.560758]","[1.0, 0.0]",1.0,0.0,4.049659013748169,1628812488.875962,1,0,0,-1,0.75,1.0,12,9,0
44,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.9328980445861816, -1628812494.160116]","[4.0, 0.0]","[1.0990478992462158, -1628812494.160116]","[1.0, 0.0]",1.0,0.0,4.749125242233276,1628812495.2591639,1,0,0,-1,0.6666666666666666,0.0,15,10,0
45,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.13208699226379395, -1628812501.2606668]","[3.0, 0.0]","[0.41507411003112793, -1628812501.2606668]","[1.0, 0.0]",1.0,0.0,4.049741983413696,1628812501.675741,1,0,0,-1,0.5833333333333334,1.0,12,7,0
46,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.03311514854431152, -1628812506.8611479]","[3.0, 0.0]","[0.38119006156921387, -1628812506.8611479]","[1.0, 0.0]",1.0,0.0,4.749759197235107,1628812507.242338,1,0,0,-1,0.4666666666666667,0.0,15,7,0
47,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.11537408828735352, -1628812512.960694]","[3.0, 0.0]","[0.4649930000305176, -1628812512.960694]","[1.0, 0.0]",1.0,0.0,2.066467046737671,1628812513.425687,1,0,0,-1,1.0,1.0,2,2,0
48,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.049816131591796875, -1628812516.5433369]","[3.0, 0.0]","[0.4323461055755615, -1628812516.5433369]","[0.0, 0.0]",0.0,0.0,4.749614000320435,1628812516.975683,1,0,0,-1,0.7333333333333333,0.0,15,11,0
49,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.015101909637451172, -1628812522.6439009]","[2.0, 0.0]","[0.3484489917755127, -1628812522.6439009]","[0.0, 0.0]",0.0,0.0,4.748486280441284,1628812522.9923499,1,0,0,-1,0.8,0.0,15,12,0
50,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.09768128395080566, -1628812528.7273479]","[2.0, 0.0]","[0.49820804595947266, -1628812528.7273479]","[0.0, 0.0]",0.0,0.0,4.749679088592529,1628812529.225556,1,0,0,-1,0.4,0.0,15,6,0
51,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.1332991123199463, -1628812534.809149]","[2.0, 0.0]","[0.3998250961303711, -1628812534.809149]","[0.0, 0.0]",0.0,0.0,4.748767852783203,1628812535.2089741,1,0,0,-1,0.3333333333333333,0.0,15,5,0
52,"[1.0, 0.0]",1.0,0.0,1.0,"[0.032814741134643555, -1628812540.893623]","[1.0, 0.0]","[0.19883084297180176, -1628812540.893623]","[1.0, 0.0]",1.0,0.0,4.749524116516113,1628812541.092454,1,0,0,1,0.5333333333333333,0.0,15,8,0
53,"[1.0, 0.0]",1.0,0.0,1.0,"[1.2308809757232666, -1628812546.977227]","[1.0, 0.0]","[1.4649379253387451, -1628812546.977227]","[1.0, 0.0]",1.0,0.0,2.0826141834259033,1628812548.442165,1,0,0,1,0.5,1.0,2,1,0
54,"[1.0, 0.0]",1.0,0.0,1.0,"[0.13220596313476562, -1628812551.560457]","[4.0, 0.0]","[0.46423912048339844, -1628812551.560457]","[1.0, 0.0]",1.0,0.0,3.4672019481658936,1628812552.024696,1,0,0,1,0.6666666666666666,1.0,9,6,0
55,"[1.0, 0.0]",1.0,0.0,1.0,"[0.017239809036254883, -1628812556.6430762]","[4.0, 0.0]","[0.28247594833374023, -1628812556.6430762]","[1.0, 0.0]",1.0,0.0,4.749755859375,1628812556.9255521,1,0,0,1,0.4666666666666667,0.0,15,7,0
56,"[1.0, 0.0]",1.0,0.0,1.0,"[0.13201093673706055, -1628812562.74368]","[4.0, 0.0]","[0.498431921005249, -1628812562.74368]","[1.0, 0.0]",1.0,0.0,4.749691009521484,1628812563.242112,1,0,0,1,0.4,0.0,15,6,0
57,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0, -1628812568.842952]","[4.0, 0.0]","[0.39906978607177734, -1628812568.842952]","[1.0, 0.0]",1.0,0.0,3.8665342330932617,1628812569.2420218,1,0,0,1,0.5454545454545454,1.0,11,6,0
58,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0, -1628812573.9260511]","[3.0, 0.0]","[0.832690954208374, -1628812573.9260511]","[1.0, 0.0]",1.0,0.0,4.749568939208984,1628812574.758742,1,0,0,1,0.7333333333333333,0.0,15,11,0
59,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.03297090530395508, -1628812580.510247]","[3.0, 0.0]","[0.4318680763244629, -1628812580.510247]","[0.0, 0.0]",0.0,0.0,4.749497890472412,1628812580.942115,1,0,0,1,0.7333333333333333,0.0,15,11,0
60,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.05011892318725586, -1628812586.609087]","[2.0, 0.0]","[0.916154146194458, -1628812586.609087]","[0.0, 0.0]",0.0,0.0,4.749783754348755,1628812587.5252411,1,0,0,1,0.6666666666666666,0.0,15,10,0
61,"[1.0, 0.0]",1.0,0.0,-1.0,"[1.0659031867980957, -1628812593.192618]","[2.0, 0.0]","[1.2827279567718506, -1628812593.192618]","[0.0, 0.0]",0.0,0.0,4.749045133590698,1628812594.4753458,1,0,0,1,0.8666666666666667,0.0,15,13,0
62,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.06543684005737305, -1628812600.2761002]","[1.0, 0.0]","[0.2991476058959961, -1628812600.2761002]","[0.0, 0.0]",0.0,0.0,4.749544382095337,1628812600.5752478,1,0,0,1,0.4666666666666667,0.0,15,7,0
63,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.14873600006103516, -1628812606.3602161]","[1.0, 0.0]","[0.4649498462677002, -1628812606.3602161]","[1.0, 0.0]",1.0,0.0,4.74990701675415,1628812606.825166,1,0,0,-1,0.6666666666666666,0.0,15,10,0
64,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.0, -1628812612.458498]","[1.0, 0.0]","[0.33332109451293945, -1628812612.458498]","[1.0, 0.0]",1.0,0.0,4.749669075012207,1628812612.791819,1,0,0,-1,0.6,0.0,15,9,0
65,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.7661218643188477, -1628812618.542686]","[1.0, 0.0]","[0.8991420269012451, -1628812618.542686]","[0.0, 0.0]",0.0,0.0,4.749537944793701,1628812619.441828,1,0,0,1,0.6,0.0,15,9,0
66,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.016901254653930664, -1628812625.142741]","[1.0, 0.0]","[0.39919114112854004, -1628812625.142741]","[1.0, 0.0]",1.0,0.0,4.748450994491577,1628812625.541932,1,0,0,-1,0.6666666666666666,0.0,15,10,0
67,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.0, -1628812631.225954]","[1.0, 0.0]","[0.3656129837036133, -1628812631.225954]","[0.0, 0.0]",0.0,0.0,4.749720811843872,1628812631.591567,1,0,0,1,0.5333333333333333,0.0,15,8,0
68,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.09930300712585449, -1628812637.309155]","[1.0, 0.0]","[0.4321749210357666, -1628812637.309155]","[1.0, 0.0]",1.0,0.0,3.8499503135681152,1628812637.74133,1,0,0,-1,0.6363636363636364,1.0,11,7,0
69,"[-1.0, 0.0]",-1.0,0.0,-1.0,"[0.23335909843444824, -1628812642.391676]","[4.0, 0.0]","[0.5166451930999756, -1628812642.391676]","[1.0, 0.0]",1.0,0.0,2.8662588596343994,1628812642.9083211,1,0,0,-1,1.0,1.0,6,6,0
70,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.24940729141235352, -1628812646.4588008]","[3.0, 0.0]","[0.4994502067565918, -1628812646.4588008]","[0.0, 0.0]",0.0,0.0,4.749691963195801,1628812646.958251,1,0,0,-1,0.6666666666666666,0.0,15,10,0
71,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.09926199913024902, -1628812652.559223]","[3.0, 0.0]","[0.46575212478637695, -1628812652.559223]","[0.0, 0.0]",0.0,0.0,4.7494988441467285,1628812653.024975,1,0,0,-1,0.6,0.0,15,9,0
72,"[-1.0, 0.0]",-1.0,0.0,1.0,"[1.615450143814087, -1628812658.6427698]","[2.0, 0.0]","[1.9145281314849854, -1628812658.6427698]","[0.0, 0.0]",0.0,0.0,4.749624013900757,1628812660.557298,1,0,0,-1,0.5333333333333333,0.0,15,8,0
73,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.31595373153686523, -1628812666.2254012]","[2.0, 0.0]","[0.4827728271484375, -1628812666.2254012]","[0.0, 0.0]",0.0,0.0,4.74956202507019,1628812666.708174,1,0,0,-1,0.5333333333333333,0.0,15,8,0
74,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.10023999214172363, -1628812672.308167]","[2.0, 0.0]","[0.44990992546081543, -1628812672.308167]","[0.0, 0.0]",0.0,0.0,4.750965118408203,1628812672.758077,1,0,0,-1,0.8666666666666667,0.0,15,13,0
75,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.18233108520507812, -1628812678.392359]","[2.0, 0.0]","[0.39894890785217285, -1628812678.392359]","[0.0, 0.0]",0.0,0.0,4.7488720417022705,1628812678.791308,1,0,0,-1,0.5333333333333333,0.0,15,8,0
76,"[-1.0, 0.0]",-1.0,0.0,1.0,"[0.6995639801025391, -1628812684.47541]","[1.0, 0.0]","[0.8825900554656982, -1628812684.47541]","[0.0, 0.0]",0.0,0.0,4.749619007110596,1628812685.358,1,0,0,-1,0.4666666666666667,0.0,15,7,0
77,"[1.0, 0.0]",1.0,0.0,1.0,"[0.050312042236328125, -1628812691.0575979]","[1.0, 0.0]","[0.3837161064147949, -1628812691.0575979]","[1.0, 0.0]",1.0,0.0,1.8830740451812744,1628812691.441314,1,0,0,1,1.0,1.0,1,1,0
78,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0, -1628812694.1424441]","[4.0, 0.0]","[0.4815096855163574, -1628812694.1424441]","[1.0, 0.0]",1.0,0.0,2.0669732093811035,1628812694.6239538,1,0,0,1,0.5,1.0,2,1,0
79,"[1.0, 0.0]",1.0,0.0,1.0,"[0.864051103591919, -1628812697.726503]","[4.0, 0.0]","[0.9481770992279053, -1628812697.726503]","[1.0, 0.0]",1.0,0.0,4.749682903289795,1628812698.67468,1,0,0,1,0.9333333333333333,0.0,15,14,0
80,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0829169750213623, -1628812704.325099]","[3.0, 0.0]","[0.33280301094055176, -1628812704.325099]","[1.0, 0.0]",1.0,0.0,2.066226005554199,1628812704.657902,1,0,0,1,1.0,1.0,2,2,0
81,"[1.0, 0.0]",1.0,0.0,1.0,"[0.18271517753601074, -1628812707.3919308]","[3.0, 0.0]","[0.7658741474151611, -1628812707.3919308]","[1.0, 0.0]",1.0,0.0,1.8828670978546143,1628812708.157805,1,0,0,1,1.0,1.0,1,1,0
82,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0, -1628812710.992756]","[2.0, 0.0]","[0.18193507194519043, -1628812710.992756]","[1.0, 0.0]",1.0,0.0,4.666096925735474,1628812711.174691,1,0,0,1,0.6,1.0,15,9,0
83,"[1.0, 0.0]",1.0,0.0,1.0,"[0.23262524604797363, -1628812716.558483]","[2.0, 0.0]","[0.7993640899658203, -1628812716.558483]","[1.0, 0.0]",1.0,0.0,2.2493488788604736,1628812717.357847,1,0,0,1,0.6666666666666666,1.0,3,2,0
84,"[1.0, 0.0]",1.0,0.0,1.0,"[0.8830070495605469, -1628812720.658505]","[2.0, 0.0]","[0.9993159770965576, -1628812720.658505]","[1.0, 0.0]",1.0,0.0,3.6663169860839844,1628812721.657821,1,0,0,1,0.6,1.0,10,6,0
85,"[1.0, 0.0]",1.0,0.0,1.0,"[1.5320260524749756, -1628812726.259152]","[2.0, 0.0]","[1.8316919803619385, -1628812726.259152]","[1.0, 0.0]",1.0,0.0,3.4498720169067383,1628812728.090844,1,0,0,1,0.7777777777777778,1.0,9,7,0
86,"[1.0, 0.0]",1.0,0.0,1.0,"[0.03313875198364258, -1628812732.3251321]","[2.0, 0.0]","[0.46509265899658203, -1628812732.3251321]","[1.0, 0.0]",1.0,0.0,3.6505672931671143,1628812732.7902248,1,0,0,1,0.6,1.0,10,6,0
87,"[1.0, 0.0]",1.0,0.0,1.0,"[0.04935789108276367, -1628812737.425904]","[2.0, 0.0]","[0.282012939453125, -1628812737.425904]","[1.0, 0.0]",1.0,0.0,2.049453020095825,1628812737.707917,1,0,0,1,0.5,1.0,2,1,0
88,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0, -1628812740.50871]","[1.0, 0.0]","[0.29903411865234375, -1628812740.50871]","[1.0, 0.0]",1.0,0.0,4.749622106552124,1628812740.807744,1,0,0,1,0.6,0.0,15,9,0
89,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0, -1628812746.5917492]","[1.0, 0.0]","[0.39839982986450195, -1628812746.5917492]","[1.0, 0.0]",1.0,0.0,3.08378005027771,1628812746.990149,1,0,0,1,0.5714285714285714,1.0,7,4,0
90,"[1.0, 0.0]",1.0,0.0,1.0,"[1.3979341983795166, -1628812751.175659]","[1.0, 0.0]","[1.5975291728973389, -1628812751.175659]","[1.0, 0.0]",1.0,0.0,4.750008821487427,1628812752.773188,1,0,0,1,0.6666666666666666,0.0,15,10,0
91,"[1.0, 0.0]",1.0,0.0,1.0,"[0.03284621238708496, -1628812758.774845]","[1.0, 0.0]","[0.44943714141845703, -1628812758.774845]","[1.0, 0.0]",1.0,0.0,2.6662628650665283,1628812759.224282,1,0,0,1,1.0,1.0,5,5,0
92,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0, -1628812762.8752651]","[2.0, 0.0]","[0.282120943069458, -1628812762.8752651]","[1.0, 0.0]",1.0,0.0,4.750831127166748,1628812763.157386,1,0,0,1,0.6666666666666666,0.0,15,10,0
93,"[1.0, 0.0]",1.0,0.0,1.0,"[1.8487608432769775, -1628812768.958807]","[1.0, 0.0]","[2.0812318325042725, -1628812768.958807]","[1.0, 0.0]",1.0,0.0,2.867260217666626,1628812771.0400388,1,0,0,1,1.0,1.0,6,6,0
94,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0, -1628812775.059256]","[1.0, 0.0]","[0.548271894454956, -1628812775.059256]","[1.0, 0.0]",1.0,0.0,4.749600887298584,1628812775.607528,1,0,0,1,0.6,0.0,15,9,0
95,"[1.0, 0.0]",1.0,0.0,1.0,"[0.1824028491973877, -1628812781.141902]","[1.0, 0.0]","[0.6823031902313232, -1628812781.141902]","[1.0, 0.0]",1.0,0.0,4.282782793045044,1628812781.8242052,1,0,0,1,0.38461538461538464,1.0,13,5,0
96,"[1.0, 0.0]",1.0,0.0,1.0,"[0.848334789276123, -1628812787.242489]","[2.0, 0.0]","[1.0150399208068848, -1628812787.242489]","[1.0, 0.0]",1.0,0.0,4.7495691776275635,1628812788.257529,1,0,0,1,0.6666666666666666,0.0,15,10,0
97,"[1.0, 0.0]",1.0,0.0,-1.0,"[0.03347611427307129, -1628812793.841537]","[2.0, 0.0]","[0.298961877822876, -1628812793.841537]","[0.0, 0.0]",0.0,0.0,4.749844074249268,1628812794.1404989,1,0,0,1,0.6666666666666666,0.0,15,10,0
