,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,total_polls,touched_polls,trial_aborted,trial_duration
251,251,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671044281.450519,216,0,1,-1,1,0.15,0.5833333333333334,0.749931812286377,1.0,12,7,0,7.70010781288147
252,252,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671044291.949277,157,0,1,-1,1,0.0,0.8666666666666667,0.7496533393859863,0.0,15,13,0,7.732935190200806
253,253,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671044302.6805482,110,1,0,1,-1,0.15,0.5714285714285714,0.7494547367095947,1.0,7,4,0,4.266679763793945
254,254,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044310.5794508,109,0,1,1,1,0.15,0.8,0.7490220069885254,0.0,15,12,0,6.916186809539795
255,255,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044321.2124438,107,1,0,1,1,0.15,0.5,0.7498788833618164,1.0,2,1,0,2.551283836364746
256,256,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044327.395051,111,1,0,1,1,0.15,1.0,0.7496187686920166,1.0,6,6,0,4.017178058624268
257,257,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044335.4951282,140,1,0,1,1,0.15,1.0,0.749943733215332,1.0,6,6,0,4.434162855148315
258,258,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044343.14384,114,0,1,1,1,0.15,0.8333333333333334,0.749244213104248,1.0,6,5,0,4.032361030578613
259,259,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044350.860097,119,1,0,1,1,0.15,0.5,0.7486879825592041,1.0,2,1,0,2.750444173812866
260,260,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044357.10947,115,0,1,1,1,0.15,0.8571428571428571,0.7495319843292236,1.0,7,6,0,4.350493907928467
261,261,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044364.992594,108,1,0,1,1,0.15,0.6666666666666666,0.7499940395355225,1.0,3,2,0,2.9005260467529297
262,262,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044371.459397,108,1,0,1,1,0.15,0.6666666666666666,0.748892068862915,1.0,3,2,0,2.9835939407348633
263,263,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044378.192075,118,1,0,1,1,0.15,0.8,0.7495861053466797,1.0,10,8,0,5.416902303695679
264,264,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671044387.990637,161,1,0,1,1,0.0,0.6666666666666666,0.7497782707214355,0.0,15,10,0,7.982830286026001
265,265,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044399.2402308,128,1,0,-1,-1,0.15,0.7333333333333333,0.7497031688690186,0.0,15,11,0,7.250509977340698
266,266,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044410.5562959,148,0,1,-1,-1,0.15,1.0,0.7491738796234131,1.0,1,1,0,2.8997950553894043
267,267,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044416.472244,115,1,0,-1,-1,0.15,1.0,0.7488749027252197,1.0,1,1,0,2.3661248683929443
268,268,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044422.2891588,108,0,1,-1,-1,0.15,0.8,0.7490997314453125,0.0,15,12,0,6.933971881866455
269,269,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044433.654269,150,0,1,-1,-1,0.15,0.7,0.7495772838592529,1.0,10,7,0,5.965941429138184
270,270,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671044442.821675,119,0,1,-1,1,0.15,0.8,0.749675989151001,1.0,5,4,0,3.7665820121765137
271,271,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671044450.104678,113,0,1,-1,1,0.15,0.8571428571428571,0.748852014541626,1.0,7,6,0,4.416047811508179
272,272,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671044459.553303,197,1,0,1,-1,0.0,0.8666666666666667,0.7504360675811768,0.0,15,13,0,8.41836404800415
273,273,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671044470.436349,116,1,0,-1,1,0.15,0.5,0.7499139308929443,1.0,4,2,0,3.3679637908935547
274,274,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044477.534517,123,0,1,-1,-1,0.15,1.0,0.7495770454406738,1.0,2,2,0,2.8497238159179688
275,275,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044483.784787,115,1,0,-1,-1,0.15,1.0,0.7504570484161377,1.0,6,6,0,4.067217111587524
276,276,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044492.48383,177,1,0,-1,-1,0.15,0.5555555555555556,0.7493610382080078,1.0,9,5,0,6.084070920944214
277,277,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671044501.416289,125,0,1,-1,-1,0.0,0.8666666666666667,0.7493679523468018,0.0,15,13,0,7.300725936889648
278,278,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044512.5156229,127,0,1,1,1,0.15,0.8,0.7500977516174316,1.0,5,4,0,3.8828580379486084
279,279,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044519.815294,115,0,1,1,1,0.15,0.8888888888888888,0.7497098445892334,1.0,9,8,0,5.01662278175354
280,280,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044528.481447,114,1,0,1,1,0.15,0.7142857142857143,0.7500252723693848,1.0,7,5,0,4.350121259689331
281,281,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044536.430758,113,1,0,1,1,0.15,1.0,0.7495629787445068,1.0,1,1,0,2.3333919048309326
282,282,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044542.646739,134,0,1,1,1,0.15,0.8666666666666667,0.7495579719543457,0.0,15,13,0,7.532808065414429
283,283,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671044553.7480478,121,0,1,-1,1,0.0,0.8666666666666667,0.7496449947357178,0.0,15,13,0,7.149200677871704
284,284,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671044564.7795131,129,0,1,-1,1,0.0,0.7333333333333333,0.7495901584625244,0.0,15,11,0,7.44920802116394
285,285,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044575.711277,112,0,1,1,1,0.15,1.0,0.7498612403869629,1.0,1,1,0,2.300535202026367
286,286,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044581.527533,109,1,0,1,1,0.15,0.75,0.7500941753387451,1.0,8,6,0,4.650953054428101
287,287,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044589.927519,116,0,1,1,1,0.15,1.0,0.7490649223327637,1.0,1,1,0,2.500046968460083
288,288,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671044596.3430982,137,1,0,1,1,0.0,0.7333333333333333,0.7502310276031494,0.0,15,11,0,7.38375186920166
289,289,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671044607.225903,121,1,0,1,1,0.0,0.7333333333333333,0.7490110397338867,0.0,15,11,0,7.331705093383789
290,290,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671044618.1928241,114,1,0,-1,1,0.15,0.8333333333333334,0.7494189739227295,1.0,6,5,0,3.999850034713745
291,291,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044625.85763,117,0,1,-1,-1,0.15,1.0,0.7499701976776123,1.0,1,1,0,2.383976936340332
292,292,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044631.7407732,114,1,0,-1,-1,0.15,0.8333333333333334,0.7490289211273193,1.0,6,5,0,4.0328779220581055
293,293,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044639.440276,116,0,1,-1,-1,0.15,1.0,0.7490448951721191,1.0,8,8,0,4.749604225158691
294,294,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044647.689454,107,1,0,-1,-1,0.15,0.6666666666666666,0.7496037483215332,1.0,6,4,0,3.8833086490631104
295,295,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044655.5058491,126,0,1,-1,-1,0.15,1.0,0.749136209487915,1.0,4,4,0,3.6831581592559814
296,296,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044662.622135,115,0,1,-1,-1,0.15,0.8,0.7669239044189453,0.0,15,12,0,7.234165191650391
297,297,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671044673.572178,113,0,1,-1,1,0.15,0.6666666666666666,0.7500910758972168,1.0,6,4,0,4.066113710403442
298,298,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671044681.3217652,117,0,1,-1,1,0.15,1.0,0.7489228248596191,1.0,1,1,0,2.432558059692383
299,299,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671044687.188221,109,1,0,1,-1,0.0,0.8666666666666667,0.7494850158691406,0.0,15,13,0,7.132951974868774
300,300,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671044698.4207208,131,0,1,-1,1,0.15,0.5,0.7491970062255859,1.0,2,1,0,2.9830751419067383
301,301,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671044704.7532318,118,0,1,-1,1,0.0,0.6,0.7497391700744629,0.0,15,9,0,7.2667319774627686
302,302,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671044715.668878,110,1,0,1,-1,0.15,0.6666666666666666,0.7498619556427002,1.0,6,4,0,3.9350087642669678
303,303,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044723.351777,119,1,0,1,1,0.15,0.7142857142857143,0.74965500831604,1.0,7,5,0,4.416963815689087
304,304,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044731.250197,110,0,1,1,1,0.15,0.7333333333333333,0.749582052230835,0.0,15,11,0,6.9502551555633545
305,305,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044742.149518,121,1,0,1,1,0.15,0.7777777777777778,0.7495417594909668,1.0,9,7,0,5.11655592918396
306,306,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044750.699095,107,0,1,1,1,0.15,0.6666666666666666,0.7498698234558105,0.0,15,10,0,6.88366174697876
307,307,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044761.814854,136,0,1,1,1,0.15,1.0,0.7497479915618896,1.0,3,3,0,3.3843541145324707
308,308,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044768.331489,107,1,0,1,1,0.15,0.6666666666666666,0.749093770980835,0.0,15,10,0,6.966242074966431
309,309,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671044780.48103,193,1,0,-1,1,0.0,0.6666666666666666,0.7492496967315674,0.0,15,10,0,8.516430854797363
310,310,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671044792.095978,149,1,0,-1,-1,0.0,0.7333333333333333,0.7498853206634521,0.0,15,11,0,7.600603103637695
311,311,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671044802.84643,111,1,0,1,-1,0.15,0.8,0.7499189376831055,1.0,5,4,0,3.6346988677978516
312,312,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044810.1117282,113,1,0,1,1,0.15,1.0,0.7506618499755859,1.0,2,2,0,2.667707920074463
313,313,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044816.261034,109,0,1,1,1,0.15,1.0,0.7496790885925293,1.0,1,1,0,2.250615119934082
314,314,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044822.393887,129,0,1,1,1,0.15,1.0,0.7497851848602295,1.0,1,1,0,2.6006410121917725
315,315,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044828.427098,121,1,0,1,1,0.15,1.0,0.7489132881164551,1.0,2,2,0,2.7826602458953857
316,316,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044834.6105118,111,1,0,1,1,0.15,0.8,0.7492470741271973,0.0,15,12,0,6.950302362442017
317,317,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671044845.4436858,118,1,0,1,-1,0.0,0.6,0.7495250701904297,0.0,15,9,0,7.067497968673706
318,318,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044856.192044,115,0,1,-1,-1,0.15,0.6666666666666666,0.7500238418579102,0.0,15,10,0,7.017875909805298
319,319,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044867.2252438,130,0,1,-1,-1,0.15,0.6666666666666666,0.7497739791870117,0.0,15,10,0,7.299336910247803
320,320,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044878.273246,130,1,0,-1,-1,0.15,0.7333333333333333,0.7504270076751709,0.0,15,11,0,7.467024087905884
321,321,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671044889.9399328,156,0,1,1,-1,0.0,0.7333333333333333,0.7498209476470947,0.0,15,11,0,7.75097131729126
322,322,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671044900.8726232,119,1,0,-1,1,0.15,0.75,0.750385046005249,1.0,4,3,0,3.4164249897003174
323,323,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044907.9045749,120,1,0,-1,-1,0.15,0.7333333333333333,0.7501468658447266,0.0,15,11,0,7.117023944854736
324,324,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044918.8209898,123,1,0,-1,-1,0.15,0.8888888888888888,0.7493529319763184,1.0,9,8,0,5.182541847229004
325,325,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044928.819892,192,0,1,-1,-1,0.15,0.6,0.7487781047821045,1.0,5,3,0,4.99903416633606
326,326,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671044936.269661,119,0,1,-1,-1,0.15,0.75,0.7498281002044678,1.0,8,6,0,4.749615907669067
327,327,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671044945.087081,143,1,0,1,-1,0.0,0.7333333333333333,0.7499110698699951,0.0,15,11,0,7.5004801750183105
328,328,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671044958.618149,279,0,1,1,1,0.0,0.9333333333333333,0.750147819519043,0.0,15,14,0,9.749798774719238
329,329,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044969.783817,132,1,0,1,1,0.15,0.6363636363636364,0.749906063079834,1.0,11,7,0,6.1500091552734375
330,330,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044979.350069,113,1,0,1,1,0.15,0.5,0.7499051094055176,1.0,4,2,0,3.31673002243042
331,331,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044986.25035,113,0,1,1,1,0.15,0.9,0.7492070198059082,1.0,10,9,0,5.3164589405059814
332,332,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671044995.4985542,128,0,1,1,1,0.15,0.75,0.7492690086364746,1.0,4,3,0,3.5666098594665527
333,333,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045002.4153569,113,1,0,1,1,0.15,0.6666666666666666,0.7500929832458496,1.0,15,10,0,6.983532905578613
334,334,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045013.430634,131,0,1,1,1,0.15,0.8,0.7493717670440674,1.0,5,4,0,3.9498798847198486
335,335,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045020.630611,108,0,1,1,1,0.15,0.8571428571428571,0.7663350105285645,1.0,7,6,0,4.2506959438323975
336,336,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045028.663072,118,0,1,1,1,0.15,0.8181818181818182,0.7497279644012451,1.0,11,9,0,5.766717910766602
337,337,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045038.295925,129,1,0,1,1,0.15,0.8333333333333334,0.7494492530822754,1.0,6,5,0,4.416360139846802
338,338,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045045.9951181,107,1,0,1,1,0.15,0.6666666666666666,0.7497670650482178,1.0,6,4,0,3.9174070358276367
339,339,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045054.26126,152,0,1,1,1,0.15,0.7272727272727273,0.7502591609954834,1.0,11,8,0,6.316045045852661
340,340,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045063.794084,122,1,0,1,1,0.15,0.7333333333333333,0.7496938705444336,0.0,15,11,0,7.133418083190918
341,341,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671045074.644417,119,1,0,-1,1,0.0,0.8,0.7490718364715576,0.0,15,12,0,7.282981872558594
342,342,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671045085.6762612,118,1,0,-1,-1,0.0,0.7333333333333333,0.7498319149017334,0.0,15,11,0,7.066402912139893
343,343,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671045098.475803,237,1,0,1,-1,0.0,0.7333333333333333,0.7500691413879395,0.0,15,11,0,9.265765905380249
344,344,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045109.407546,107,0,1,-1,-1,0.15,0.75,0.7500951290130615,1.0,12,9,0,5.883427143096924
345,345,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671045119.1744928,118,0,1,-1,1,0.15,0.3333333333333333,0.7496311664581299,1.0,3,1,0,3.183446168899536
346,346,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671045126.590682,157,0,1,-1,1,0.15,1.0,0.7497909069061279,1.0,1,1,0,3.0492570400238037
347,347,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671045132.673944,124,1,0,1,-1,0.0,0.8,0.7496159076690674,0.0,15,12,0,7.366394996643066
348,348,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045143.588326,111,1,0,-1,-1,0.15,0.7692307692307693,0.7499022483825684,1.0,13,10,0,6.300109148025513
349,349,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045153.704441,117,1,0,-1,-1,0.15,0.75,0.74953293800354,1.0,4,3,0,3.433651924133301
350,350,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045160.970325,131,1,0,-1,-1,0.15,0.8888888888888888,0.7495648860931396,1.0,9,8,0,5.300733804702759
351,351,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045169.553684,107,1,0,-1,-1,0.15,0.6666666666666666,0.7493062019348145,0.0,15,10,0,7.099797964096069
352,352,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045180.6688378,123,0,1,-1,-1,0.15,0.8333333333333334,0.7493019104003906,1.0,12,10,0,6.18239688873291
353,353,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045190.318987,108,0,1,-1,-1,0.15,0.6,0.7492930889129639,1.0,5,3,0,3.5667471885681152
354,354,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671045197.635442,118,1,0,1,-1,0.15,0.4,0.7493970394134521,1.0,5,2,0,3.7837812900543213
355,355,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045205.1349719,125,0,1,1,1,0.15,0.8,0.7496559619903564,1.0,5,4,0,3.9322376251220703
356,356,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045212.549935,117,1,0,1,1,0.15,0.5,0.7492899894714355,1.0,2,1,0,2.7171688079833984
357,357,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045218.6830652,108,0,1,1,1,0.15,1.0,0.7494828701019287,1.0,1,1,0,2.3171379566192627
358,358,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045224.533542,107,0,1,1,1,0.15,0.8181818181818182,0.7495858669281006,1.0,11,9,0,5.583819627761841
359,359,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045234.1654232,129,1,0,1,1,0.15,0.8,0.7494809627532959,0.0,15,12,0,7.383913993835449
360,360,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671045244.9994419,110,0,1,1,-1,0.15,0.6666666666666666,0.7492742538452148,1.0,3,2,0,2.9504311084747314
361,361,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671045251.548179,111,1,0,-1,1,0.0,0.7333333333333333,0.7499899864196777,0.0,15,11,0,6.965638160705566
362,362,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671045262.631722,133,0,1,-1,1,0.0,0.7333333333333333,0.7493801116943359,0.0,15,11,0,7.332247972488403
363,363,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671045273.977389,139,1,0,1,-1,0.15,1.0,0.8969898223876953,1.0,3,3,0,3.6820998191833496
364,364,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045280.7433228,116,0,1,1,1,0.15,0.6666666666666666,0.7504289150238037,1.0,15,10,0,7.067278861999512
365,365,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045291.474806,111,0,1,1,1,0.15,0.9285714285714286,0.7491598129272461,1.0,14,13,0,6.615655899047852
366,366,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671045301.842037,113,0,1,1,-1,0.15,0.8666666666666667,0.7494940757751465,1.0,15,13,0,7.032749176025391
367,367,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671045312.5910919,111,1,0,-1,1,0.0,0.8,0.7492430210113525,0.0,15,12,0,6.966479778289795
368,368,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671045323.49047,122,1,0,1,-1,0.0,0.8,0.7488019466400146,0.0,15,12,0,7.149688720703125
369,369,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671045335.558252,192,1,0,1,-1,0.0,0.6666666666666666,0.7498018741607666,0.0,15,10,0,8.500241756439209
370,370,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045348.88767,253,0,1,-1,-1,0.15,0.9333333333333333,0.7492809295654297,1.0,15,14,0,9.332087993621826
371,371,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045360.0203679,131,1,0,-1,-1,0.15,1.0,0.7497808933258057,1.0,5,5,0,3.94999098777771
372,372,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045367.3694458,118,1,0,-1,-1,0.15,0.8181818181818182,0.7491350173950195,1.0,11,9,0,5.7664899826049805
373,373,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045376.819556,116,1,0,-1,-1,0.15,0.75,0.7497458457946777,1.0,8,6,0,4.716865062713623
374,374,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045385.769619,152,1,0,-1,-1,0.15,0.8888888888888888,0.7499091625213623,1.0,9,8,0,5.6672210693359375
375,375,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045396.218146,217,1,0,-1,-1,0.15,0.75,0.7498726844787598,1.0,12,9,0,7.733782768249512
376,376,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671045405.9013739,107,1,0,-1,1,0.15,1.0,0.7499499320983887,1.0,3,3,0,2.8851420879364014
377,377,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045412.750083,131,0,1,-1,-1,0.15,0.625,0.7486727237701416,1.0,8,5,0,5.016352891921997
378,378,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045421.3327491,125,1,0,-1,-1,0.15,0.5,0.7495589256286621,1.0,2,1,0,2.849924087524414
379,379,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045428.782615,186,1,0,-1,-1,0.15,1.0,0.7494361400604248,1.0,1,1,0,3.5993828773498535
