,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,date_time
18,18,[1.0],1.0,0,1.0,1.0,0,[1.0],1683566928.552725,108,5.966222763061523,1,0,1,0,0.15,0.6666666666666666,[0.9999191761016846],1.0,5.966222763061523,12,8,0,6.966326951980591,2023_05_08_13_28_45
19,19,[1.0],1.0,0,1.0,1.0,0,[1.0],1683566938.185229,108,3.582916021347046,1,0,1,0,0.15,0.6,[0.999798059463501],1.0,3.582916021347046,5,3,0,4.582756996154785,2023_05_08_13_28_55
20,20,[1.0],1.0,0,1.0,1.0,0,[1.0],1683566945.3187861,107,6.249466180801392,1,0,1,0,0.15,0.6153846153846154,[0.9838399887084961],1.0,6.249466180801392,13,8,0,7.249884366989136,2023_05_08_13_29_02
21,21,[1.0],1.0,0,1.0,1.0,0,[1.0],1683566955.267828,108,4.316550970077515,1,0,1,0,0.15,0.42857142857142855,[1.00028395652771],1.0,4.316550970077515,7,3,0,5.315983772277832,2023_05_08_13_29_12
22,22,[1.0],1.0,0,1.0,1.0,0,[1.0],1683566963.184126,107,7.082542896270752,1,0,1,0,0.15,0.4,[0.9837257862091064],0.0,7.082542896270752,15,6,0,8.082279920578003,2023_05_08_13_29_20
23,23,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683566974.065898,112,7.049005746841431,1,0,1,0,0.0,0.7333333333333333,[1.066437005996704],0.0,7.049005746841431,15,11,0,8.049423933029175,2023_05_08_13_29_31
24,24,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683566985.065105,126,7.233497858047485,1,0,-1,0,0.15,0.6,[1.2996420860290527],0.0,7.233497858047485,15,9,0,8.232403993606567,2023_05_08_13_29_41
25,25,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683566995.714984,109,6.982621908187866,1,0,1,0,0.0,0.6,[1.0167949199676514],0.0,6.982621908187866,15,9,0,7.999164819717407,2023_05_08_13_29_52
26,26,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567006.447135,110,3.6163198947906494,1,0,-1,0,0.15,0.8,[1.0334398746490479],1.0,3.6163198947906494,5,4,0,4.616060972213745,2023_05_08_13_30_03
27,27,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567013.713096,114,4.03343391418457,1,0,-1,0,0.15,0.6666666666666666,[1.0999069213867188],1.0,4.03343391418457,6,4,0,5.032840967178345,2023_05_08_13_30_10
28,28,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567021.212669,107,6.2333009243011475,1,0,-1,0,0.15,0.7692307692307693,[0.983140230178833],1.0,6.2333009243011475,13,10,0,7.232671022415161,2023_05_08_13_30_18
29,29,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567031.128651,107,2.2490899562835693,1,0,-1,0,0.15,1.0,[0.9826760292053223],1.0,2.2490899562835693,1,1,0,3.265713930130005,2023_05_08_13_30_28
30,30,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567036.928333,107,3.5830330848693848,1,0,-1,0,0.15,0.8,[0.9832520484924316],1.0,3.5830330848693848,5,4,0,4.582782030105591,2023_05_08_13_30_34
31,31,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567044.1445749,110,4.632911920547485,1,0,-1,0,0.15,0.25,[1.0326967239379883],1.0,4.632911920547485,8,2,0,5.632706880569458,2023_05_08_13_30_41
32,32,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567052.361669,108,4.599832057952881,1,0,-1,0,0.15,0.25,[1.0005502700805664],1.0,4.599832057952881,8,2,0,5.599286079406738,2023_05_08_13_30_49
33,33,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567060.5601542,107,3.899724006652832,1,0,-1,0,0.15,0.6666666666666666,[0.9837050437927246],1.0,3.899724006652832,6,4,0,4.916674852371216,2023_05_08_13_30_57
34,34,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567068.093599,108,7.099108934402466,1,0,-1,0,0.0,0.6,[1.0001888275146484],0.0,7.099108934402466,15,9,0,8.098567008972168,2023_05_08_13_31_05
35,35,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567078.908661,108,6.899151086807251,1,0,-1,0,0.0,0.6666666666666666,[0.9996888637542725],0.0,6.899151086807251,15,10,0,7.899381875991821,2023_05_08_13_31_16
36,36,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567089.8911219,130,7.299886703491211,1,0,1,0,0.15,0.5333333333333333,[1.36641263961792],0.0,7.299886703491211,15,8,0,8.299139738082886,2023_05_08_13_31_26
37,37,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567100.773917,121,7.11531925201416,1,0,1,0,0.15,0.7333333333333333,[1.216597080230713],0.0,7.11531925201416,15,11,0,8.115665912628174,2023_05_08_13_31_37
38,38,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567111.7736719,131,7.4827868938446045,1,0,-1,0,0.0,0.26666666666666666,[1.3835728168487549],0.0,7.4827868938446045,15,4,0,8.482844829559326,2023_05_08_13_31_48
39,39,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567122.822282,121,7.116119146347046,1,0,1,0,0.15,0.8,[1.2163541316986084],0.0,7.116119146347046,15,12,0,8.115648031234741,2023_05_08_13_31_59
40,40,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567133.471702,110,7.132999897003174,1,0,-1,0,0.0,0.6666666666666666,[1.033271074295044],0.0,7.132999897003174,15,10,0,8.132200956344604,2023_05_08_13_32_10
41,41,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567144.337638,111,7.1676716804504395,1,0,-1,0,0.0,0.4,[1.0498650074005127],0.0,7.1676716804504395,15,6,0,8.166713953018188,2023_05_08_13_32_21
42,42,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567155.17017,108,7.098999261856079,1,0,1,0,0.15,0.4,[0.999406099319458],0.0,7.098999261856079,15,6,0,8.098892211914062,2023_05_08_13_32_32
43,43,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567166.252641,124,3.833432674407959,1,0,1,0,0.15,0.8,[1.266704797744751],1.0,3.833432674407959,5,4,0,4.833285808563232,2023_05_08_13_32_43
44,44,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567173.418998,109,2.5998950004577637,1,0,1,0,0.15,1.0,[1.0166230201721191],1.0,2.5998950004577637,2,2,0,3.5998849868774414,2023_05_08_13_32_50
45,45,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567179.518334,107,4.882877826690674,1,0,1,0,0.15,0.7777777777777778,[0.9831619262695312],1.0,4.882877826690674,9,7,0,5.882634878158569,2023_05_08_13_32_56
46,46,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683567188.03465,107,7.082758903503418,1,0,1,0,0.0,0.8,[0.9830367565155029],0.0,7.082758903503418,15,12,0,8.083096742630005,2023_05_08_13_33_05
47,47,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683567198.9506218,114,6.998754978179932,1,0,1,0,0.0,0.6,[1.099625825881958],0.0,6.998754978179932,15,9,0,8.015922784805298,2023_05_08_13_33_15
48,48,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683567209.566282,107,6.932476758956909,1,0,1,0,0.0,0.5333333333333333,[0.9830348491668701],0.0,6.932476758956909,15,8,0,7.93208384513855,2023_05_08_13_33_26
49,49,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683567220.216172,107,6.900208950042725,1,0,1,0,0.0,0.6666666666666666,[0.9834151268005371],0.0,6.900208950042725,15,10,0,7.899590969085693,2023_05_08_13_33_37
50,50,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567230.881689,111,5.999452829360962,1,0,-1,0,0.15,0.5,[1.0504686832427979],1.0,5.999452829360962,12,6,0,6.999206781387329,2023_05_08_13_33_47
51,51,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567240.46475,107,6.932535886764526,1,0,-1,0,0.15,0.8,[0.9835240840911865],1.0,6.932535886764526,15,12,0,7.932520866394043,2023_05_08_13_33_57
52,52,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567251.130913,108,4.899816989898682,1,0,-1,0,0.15,0.4444444444444444,[1.0003869533538818],1.0,4.899816989898682,9,4,0,5.899395704269409,2023_05_08_13_34_08
53,53,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567259.6794062,109,4.616238117218018,1,0,-1,0,0.15,0.75,[1.0164539813995361],1.0,4.616238117218018,8,6,0,5.6159749031066895,2023_05_08_13_34_16
54,54,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567267.895852,108,7.099573612213135,1,0,-1,0,0.15,0.5333333333333333,[0.9994688034057617],0.0,7.099573612213135,15,8,0,8.099438905715942,2023_05_08_13_34_25
55,55,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567278.6949959,107,5.932677984237671,1,0,-1,0,0.15,0.6666666666666666,[0.983069896697998],1.0,5.932677984237671,12,8,0,6.93251895904541,2023_05_08_13_34_35
56,56,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567288.294629,108,6.982850074768066,1,0,-1,0,0.15,0.5333333333333333,[0.9997241497039795],0.0,6.982850074768066,15,8,0,7.982413053512573,2023_05_08_13_34_45
57,57,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567298.994551,109,5.91643500328064,1,0,-1,0,0.15,0.75,[1.0166351795196533],1.0,5.91643500328064,12,9,0,6.91615104675293,2023_05_08_13_34_56
58,58,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567308.5928462,112,6.983086109161377,1,0,-1,0,0.15,0.7333333333333333,[1.0665569305419922],0.0,6.983086109161377,15,11,0,7.9834370613098145,2023_05_08_13_35_05
59,59,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567319.642164,133,4.39954400062561,1,0,-1,0,0.15,0.3333333333333333,[1.416666030883789],1.0,4.39954400062561,6,2,0,5.399440050125122,2023_05_08_13_35_16
60,60,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567327.242249,108,3.915954113006592,1,0,-1,0,0.15,0.5,[1.0003509521484375],1.0,3.915954113006592,6,3,0,4.916287183761597,2023_05_08_13_35_24
61,61,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567335.1576378,132,7.499117851257324,1,0,-1,0,0.0,0.5333333333333333,[1.3997039794921875],0.0,7.499117851257324,15,8,0,8.499551057815552,2023_05_08_13_35_31
62,62,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567346.056881,112,7.181823253631592,1,0,-1,0,0.0,0.6666666666666666,[1.0654911994934082],0.0,7.181823253631592,15,10,0,8.181701183319092,2023_05_08_13_35_43
63,63,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567356.956162,112,6.333273887634277,1,0,1,0,0.15,0.3076923076923077,[1.0674388408660889],1.0,6.333273887634277,13,4,0,7.332503795623779,2023_05_08_13_35_54
64,64,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567366.872003,107,4.550135135650635,1,0,1,0,0.15,0.75,[0.9831109046936035],1.0,4.550135135650635,8,6,0,5.550013065338135,2023_05_08_13_36_04
65,65,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567375.071896,109,2.6163330078125,1,0,1,0,0.15,0.5,[1.0163688659667969],1.0,2.6163330078125,2,1,0,3.615969181060791,2023_05_08_13_36_12
66,66,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567381.237639,109,3.582505941390991,1,0,1,0,0.15,0.6,[1.0157899856567383],1.0,3.582505941390991,5,3,0,4.582526922225952,2023_05_08_13_36_18
67,67,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567388.420775,110,3.749894142150879,1,0,1,0,0.15,0.4,[1.0332179069519043],1.0,3.749894142150879,5,2,0,4.749673843383789,2023_05_08_13_36_25
68,68,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567396.037058,127,2.9492127895355225,1,0,1,0,0.15,1.0,[1.3164358139038086],1.0,2.9492127895355225,2,2,0,3.949496030807495,2023_05_08_13_36_32
69,69,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567402.236372,108,2.2831270694732666,1,0,1,0,0.15,1.0,[0.9997398853302002],1.0,2.2831270694732666,1,1,0,3.282951831817627,2023_05_08_13_36_39
70,70,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567408.052585,108,3.249228000640869,1,0,1,0,0.15,0.5,[0.9994378089904785],1.0,3.249228000640869,4,2,0,4.2656519412994385,2023_05_08_13_36_45
71,71,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567414.887184,109,2.3002688884735107,1,0,1,0,0.15,1.0,[1.0165319442749023],1.0,2.3002688884735107,1,1,0,3.29954195022583,2023_05_08_13_36_52
72,72,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683567420.685531,107,6.8993079662323,1,0,1,0,0.0,0.6666666666666666,[0.9833369255065918],0.0,6.8993079662323,15,10,0,7.8990771770477295,2023_05_08_13_36_57
73,73,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683567431.434315,116,7.115905046463013,1,0,1,0,0.0,0.6666666666666666,[1.1327857971191406],0.0,7.115905046463013,15,10,0,8.115819931030273,2023_05_08_13_37_08
74,74,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567442.650267,139,7.084076166152954,1,0,-1,0,0.15,0.6428571428571429,[1.5166993141174316],1.0,7.084076166152954,14,9,0,8.084952116012573,2023_05_08_13_37_19
75,75,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567452.950454,109,3.2662742137908936,1,0,-1,0,0.15,0.75,[1.0168890953063965],1.0,3.2662742137908936,4,3,0,4.265594959259033,2023_05_08_13_37_30
76,76,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567459.748898,107,2.5501151084899902,1,0,-1,0,0.15,0.5,[0.9831709861755371],1.0,2.5501151084899902,2,1,0,3.5501089096069336,2023_05_08_13_37_36
77,77,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567466.565234,150,2.932537078857422,1,0,-1,0,0.15,1.0,[1.6997120380401611],1.0,2.932537078857422,1,1,0,3.932666063308716,2023_05_08_13_37_43
78,78,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567472.348307,109,2.266695022583008,1,0,-1,0,0.15,1.0,[1.016739845275879],1.0,2.266695022583008,1,1,0,3.2662768363952637,2023_05_08_13_37_49
79,79,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567478.097773,107,2.5832090377807617,1,0,-1,0,0.15,1.0,[0.9834098815917969],1.0,2.5832090377807617,2,2,0,3.5828728675842285,2023_05_08_13_37_55
80,80,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567484.230782,108,6.566171884536743,1,0,-1,0,0.15,0.7857142857142857,[0.9997859001159668],1.0,6.566171884536743,14,11,0,7.565640926361084,2023_05_08_13_38_01
81,81,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567494.5136042,109,2.582825183868408,1,0,-1,0,0.15,0.5,[1.0162522792816162],1.0,2.582825183868408,2,1,0,3.5825860500335693,2023_05_08_13_38_11
82,82,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567500.612749,108,4.233021020889282,1,0,-1,0,0.15,0.7142857142857143,[0.999459981918335],1.0,4.233021020889282,7,5,0,5.232254981994629,2023_05_08_13_38_17
83,83,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567509.262621,157,3.0498430728912354,1,0,-1,0,0.15,1.0,[1.8175790309906006],1.0,3.0498430728912354,1,1,0,4.049515962600708,2023_05_08_13_38_25
84,84,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567515.7618968,150,5.61715292930603,1,0,-1,0,0.15,0.7777777777777778,[1.6998910903930664],1.0,5.61715292930603,9,7,0,6.61682915687561,2023_05_08_13_38_32
85,85,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567524.344806,108,7.0992021560668945,1,0,-1,0,0.0,0.5333333333333333,[0.9995808601379395],0.0,7.0992021560668945,15,8,0,8.115608215332031,2023_05_08_13_38_41
86,86,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567535.243712,112,7.165649890899658,1,0,-1,0,0.0,0.8,[1.0676698684692383],0.0,7.165649890899658,15,12,0,8.16550087928772,2023_05_08_13_38_52
87,87,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567546.077075,109,3.9156930446624756,1,0,1,0,0.15,0.8333333333333334,[1.0157160758972168],1.0,3.9156930446624756,6,5,0,4.915331125259399,2023_05_08_13_39_03
88,88,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567553.7597282,120,7.2658631801605225,1,0,1,0,0.15,0.5333333333333333,[1.199472188949585],0.0,7.2658631801605225,15,8,0,8.265366077423096,2023_05_08_13_39_10
89,89,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567564.775649,121,7.1494011878967285,1,0,1,0,0.15,0.8,[1.217581033706665],0.0,7.1494011878967285,15,12,0,8.149065971374512,2023_05_08_13_39_21
90,90,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567575.440969,110,7.132169008255005,1,0,-1,0,0.0,0.5333333333333333,[1.0325751304626465],0.0,7.132169008255005,15,8,0,8.131929159164429,2023_05_08_13_39_32
91,91,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567586.440717,119,7.115710973739624,1,0,1,0,0.15,0.6666666666666666,[1.1826269626617432],0.0,7.115710973739624,15,10,0,8.115549802780151,2023_05_08_13_39_43
92,92,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567597.056961,107,3.2330729961395264,1,0,1,0,0.15,0.5,[0.9836821556091309],1.0,3.2330729961395264,4,2,0,4.232975959777832,2023_05_08_13_39_54
93,93,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567603.90654,110,6.26601505279541,1,0,1,0,0.15,0.6923076923076923,[1.0330779552459717],1.0,6.26601505279541,13,9,0,7.265953063964844,2023_05_08_13_40_01
94,94,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567613.838662,109,2.93314790725708,1,0,1,0,0.15,0.6666666666666666,[1.0164310932159424],1.0,2.93314790725708,3,2,0,3.932662010192871,2023_05_08_13_40_10
95,95,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567620.3045068,107,6.216868877410889,1,0,1,0,0.15,0.38461538461538464,[0.983151912689209],1.0,6.216868877410889,13,5,0,7.21625280380249,2023_05_08_13_40_17
96,96,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567630.204035,107,4.883371114730835,1,0,1,0,0.15,0.6666666666666666,[0.9831371307373047],1.0,4.883371114730835,9,6,0,5.882731199264526,2023_05_08_13_40_27
97,97,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683567638.7367308,108,7.09909987449646,1,0,1,0,0.0,0.4,[0.9995970726013184],0.0,7.09909987449646,15,6,0,8.116054058074951,2023_05_08_13_40_35
98,98,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683567649.586196,110,6.982742071151733,1,0,1,0,0.0,0.4,[1.0334410667419434],0.0,6.982742071151733,15,6,0,7.982980012893677,2023_05_08_13_40_46
99,99,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683567660.318468,112,7.1659629344940186,1,0,1,0,0.0,0.6,[1.0664889812469482],0.0,7.1659629344940186,15,9,0,8.166106224060059,2023_05_08_13_40_57
100,100,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567671.117784,107,4.216521978378296,1,0,-1,0,0.15,0.8571428571428571,[0.9829230308532715],1.0,4.216521978378296,7,6,0,5.232685089111328,2023_05_08_13_41_08
101,101,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567679.0004601,110,6.9496071338653564,1,0,-1,0,0.15,0.5333333333333333,[1.0336220264434814],0.0,6.9496071338653564,15,8,0,7.949470043182373,2023_05_08_13_41_16
102,102,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567689.616516,107,2.565540075302124,1,0,-1,0,0.15,0.5,[0.9822628498077393],1.0,2.565540075302124,2,1,0,3.565297842025757,2023_05_08_13_41_26
103,103,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567695.732955,107,3.91670298576355,1,0,-1,0,0.15,0.5,[0.982921838760376],1.0,3.91670298576355,6,3,0,4.915961027145386,2023_05_08_13_41_32
104,104,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567703.248836,107,3.883074998855591,1,0,-1,0,0.15,0.8333333333333334,[0.9832248687744141],1.0,3.883074998855591,6,5,0,4.882688999176025,2023_05_08_13_41_40
105,105,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567711.348067,144,6.499442100524902,1,0,-1,0,0.15,0.5833333333333334,[1.5997741222381592],1.0,6.499442100524902,12,7,0,7.499468088150024,2023_05_08_13_41_47
106,106,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567721.447871,138,5.066131114959717,1,0,-1,0,0.15,0.375,[1.499495267868042],1.0,5.066131114959717,8,3,0,6.066158056259155,2023_05_08_13_41_58
107,107,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567729.663836,108,3.3161919116973877,1,0,-1,0,0.15,0.5,[0.9999527931213379],1.0,3.3161919116973877,4,2,0,4.316115856170654,2023_05_08_13_42_06
108,108,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567736.547678,108,6.949824094772339,1,0,-1,0,0.0,0.8,[0.9993548393249512],0.0,6.949824094772339,15,12,0,7.948793172836304,2023_05_08_13_42_13
109,109,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567747.17909,107,7.082300186157227,1,0,-1,0,0.0,0.6666666666666666,[0.9826922416687012],0.0,7.082300186157227,15,10,0,8.082054138183594,2023_05_08_13_42_24
110,110,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567758.2117891,121,7.16615891456604,1,0,-1,0,0.0,0.8666666666666667,[1.2161219120025635],0.0,7.16615891456604,15,13,0,8.16645884513855,2023_05_08_13_42_35
111,111,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567768.8442109,107,4.549875020980835,1,0,1,0,0.15,0.75,[0.983767032623291],1.0,4.549875020980835,8,6,0,5.548940896987915,2023_05_08_13_42_46
112,112,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567777.010338,107,2.9327731132507324,1,0,1,0,0.15,0.3333333333333333,[0.98272705078125],1.0,2.9327731132507324,3,1,0,3.933750867843628,2023_05_08_13_42_54
113,113,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567783.526485,108,4.233383893966675,1,0,1,0,0.15,0.7142857142857143,[0.9998409748077393],1.0,4.233383893966675,7,5,0,5.232771158218384,2023_05_08_13_43_00
114,114,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567791.35923,108,5.26635479927063,1,0,1,0,0.15,0.6,[0.999791145324707],1.0,5.26635479927063,10,6,0,6.2662389278411865,2023_05_08_13_43_08
